,Sex,State,Age Group,Year,Deaths_x,Population,Crude Rate,Deaths_y
452,Males,Idaho,45-49 yrs,1999,0,45245,0,0
453,Females,Idaho,45-49 yrs,1999,0,44838,0,0
454,Males,Idaho,50-54 yrs,1999,0,37667,0,11
455,Females,Idaho,50-54 yrs,1999,0,36863,0,0
456,Males,Idaho,55-59 yrs,1999,0,28964,0,0
457,Females,Idaho,55-59 yrs,1999,0,29144,0,0
458,Males,Idaho,60-64 yrs,1999,0,23275,0,0
459,Females,Idaho,60-64 yrs,1999,0,23269,0,0
460,Males,Idaho,65-69 yrs,1999,0,19244,0,0
461,Females,Idaho,65-69 yrs,1999,0,20577,0,0
462,Males,Idaho,70-74 yrs,1999,0,16556,0,0
463,Females,Idaho,70-74 yrs,1999,0,18987,0,0
464,Males,Idaho,75-79 yrs,1999,10,13063,76.55,12
465,Females,Idaho,75-79 yrs,1999,0,17095,0,0
466,Males,Idaho,80-84 yrs,1999,0,8473,0,0
467,Females,Idaho,80-84 yrs,1999,0,12622,0,0
468,Males,Idaho,85+ yrs,1999,0,5814,0,0
469,Females,Idaho,85+ yrs,1999,0,11730,0,0
470,Males,Illinois,00-04 yrs,1999,0,450679,0,0
471,Females,Illinois,00-04 yrs,1999,0,431287,0,0
472,Males,Illinois,05-09 yrs,1999,0,476378,0,0
473,Females,Illinois,05-09 yrs,1999,0,453584,0,0
474,Males,Illinois,10-14 yrs,1999,0,456954,0,0
475,Females,Illinois,10-14 yrs,1999,0,436499,0,0
476,Males,Illinois,15-19 yrs,1999,34,462476,7.35,50
477,Females,Illinois,15-19 yrs,1999,0,431253,0,0
478,Males,Illinois,20-24 yrs,1999,37,425668,8.69,69
479,Females,Illinois,20-24 yrs,1999,0,408098,0,13
480,Males,Illinois,25-29 yrs,1999,28,452885,6.18,83
481,Females,Illinois,25-29 yrs,1999,0,444401,0,15
482,Males,Illinois,30-34 yrs,1999,41,466410,8.79,76
483,Females,Illinois,30-34 yrs,1999,0,462016,0,12
484,Males,Illinois,35-39 yrs,1999,43,502699,8.55,101
485,Females,Illinois,35-39 yrs,1999,0,507081,0,21
486,Males,Illinois,40-44 yrs,1999,32,483354,6.62,83
487,Females,Illinois,40-44 yrs,1999,0,494067,0,33
488,Males,Illinois,45-49 yrs,1999,32,421594,7.59,77
489,Females,Illinois,45-49 yrs,1999,0,435962,0,16
490,Males,Illinois,50-54 yrs,1999,29,354365,8.18,54
491,Females,Illinois,50-54 yrs,1999,0,372180,0,26
492,Males,Illinois,55-59 yrs,1999,31,273277,11.34,47
493,Females,Illinois,55-59 yrs,1999,0,294263,0,12
494,Males,Illinois,60-64 yrs,1999,24,218350,10.99,33
495,Females,Illinois,60-64 yrs,1999,0,243399,0,10
496,Males,Illinois,65-69 yrs,1999,17,181963,9.34,25
497,Females,Illinois,65-69 yrs,1999,0,218646,0,0
498,Males,Illinois,70-74 yrs,1999,24,163272,14.7,33
499,Females,Illinois,70-74 yrs,1999,0,214195,0,0
500,Males,Illinois,75-79 yrs,1999,25,126587,19.75,35
501,Females,Illinois,75-79 yrs,1999,0,188910,0,0
502,Males,Illinois,80-84 yrs,1999,22,77148,28.52,28
503,Females,Illinois,80-84 yrs,1999,0,140723,0,0
504,Males,Illinois,85+ yrs,1999,13,51612,25.19,25
505,Females,Illinois,85+ yrs,1999,0,136788,0,0
506,Males,Indiana,00-04 yrs,1999,0,215427,0,0
507,Females,Indiana,00-04 yrs,1999,0,205478,0,0
508,Males,Indiana,05-09 yrs,1999,0,226175,0,0
509,Females,Indiana,05-09 yrs,1999,0,214240,0,0
510,Males,Indiana,10-14 yrs,1999,0,224999,0,0
511,Females,Indiana,10-14 yrs,1999,0,214080,0,0
512,Males,Indiana,15-19 yrs,1999,23,233591,9.85,33
513,Females,Indiana,15-19 yrs,1999,0,221560,0,0
514,Males,Indiana,20-24 yrs,1999,28,213638,13.11,47
515,Females,Indiana,20-24 yrs,1999,0,206957,0,10
516,Males,Indiana,25-29 yrs,1999,26,210370,12.36,54
517,Females,Indiana,25-29 yrs,1999,0,207015,0,0
518,Males,Indiana,30-34 yrs,1999,35,210971,16.59,54
519,Females,Indiana,30-34 yrs,1999,0,208587,0,0
520,Males,Indiana,35-39 yrs,1999,30,240503,12.47,55
521,Females,Indiana,35-39 yrs,1999,0,242331,0,11
522,Males,Indiana,40-44 yrs,1999,34,238355,14.26,63
523,Females,Indiana,40-44 yrs,1999,0,241078,0,18
524,Males,Indiana,45-49 yrs,1999,28,213327,13.13,43
525,Females,Indiana,45-49 yrs,1999,0,215977,0,16
526,Males,Indiana,50-54 yrs,1999,28,179975,15.56,38
527,Females,Indiana,50-54 yrs,1999,0,186462,0,0
528,Males,Indiana,55-59 yrs,1999,10,140332,7.13,18
529,Females,Indiana,55-59 yrs,1999,0,148129,0,0
530,Males,Indiana,60-64 yrs,1999,0,112219,0,11
531,Females,Indiana,60-64 yrs,1999,0,122282,0,0
532,Males,Indiana,65-69 yrs,1999,16,93541,17.1,19
533,Females,Indiana,65-69 yrs,1999,0,110919,0,0
534,Males,Indiana,70-74 yrs,1999,13,83301,15.61,18
535,Females,Indiana,70-74 yrs,1999,0,109319,0,0
536,Males,Indiana,75-79 yrs,1999,17,63018,26.98,22
537,Females,Indiana,75-79 yrs,1999,0,95138,0,0
538,Males,Indiana,80-84 yrs,1999,18,37189,48.4,21
539,Females,Indiana,80-84 yrs,1999,0,68215,0,0
540,Males,Indiana,85+ yrs,1999,13,24687,52.66,17
541,Females,Indiana,85+ yrs,1999,0,65587,0,0
542,Males,Indiana,Unknown yrs,1999,0,.,0,0
543,Males,Iowa,00-04 yrs,1999,0,95790,0,0
544,Females,Iowa,00-04 yrs,1999,0,90940,0,0
545,Males,Iowa,05-09 yrs,1999,0,103753,0,0
546,Females,Iowa,05-09 yrs,1999,0,98686,0,0
547,Males,Iowa,10-14 yrs,1999,0,108038,0,0
548,Females,Iowa,10-14 yrs,1999,0,102372,0,0
549,Males,Iowa,15-19 yrs,1999,14,116770,11.99,21
550,Females,Iowa,15-19 yrs,1999,0,111498,0,0
551,Males,Iowa,20-24 yrs,1999,16,101863,15.71,27
552,Females,Iowa,20-24 yrs,1999,0,97882,0,0
553,Males,Iowa,25-29 yrs,1999,12,92310,13,20
554,Females,Iowa,25-29 yrs,1999,0,89501,0,0
555,Males,Iowa,30-34 yrs,1999,0,93587,0,21
556,Females,Iowa,30-34 yrs,1999,0,90840,0,0
557,Males,Iowa,35-39 yrs,1999,0,110949,0,25
558,Females,Iowa,35-39 yrs,1999,0,110850,0,0
559,Males,Iowa,40-44 yrs,1999,11,113411,9.7,24
560,Females,Iowa,40-44 yrs,1999,0,113276,0,0
561,Males,Iowa,45-49 yrs,1999,0,105619,0,16
562,Females,Iowa,45-49 yrs,1999,0,104043,0,0
563,Males,Iowa,50-54 yrs,1999,0,86438,0,19
564,Females,Iowa,50-54 yrs,1999,0,86440,0,0
565,Males,Iowa,55-59 yrs,1999,0,67198,0,18
566,Females,Iowa,55-59 yrs,1999,0,69757,0,0
567,Males,Iowa,60-64 yrs,1999,0,57032,0,11
568,Females,Iowa,60-64 yrs,1999,0,61789,0,0
569,Males,Iowa,65-69 yrs,1999,0,49883,0,0
570,Females,Iowa,65-69 yrs,1999,0,58088,0,0
571,Males,Iowa,70-74 yrs,1999,0,46868,0,13
572,Females,Iowa,70-74 yrs,1999,0,58438,0,0
573,Males,Iowa,75-79 yrs,1999,11,37706,29.17,12
574,Females,Iowa,75-79 yrs,1999,0,54102,0,0
575,Males,Iowa,80-84 yrs,1999,0,24420,0,0
576,Females,Iowa,80-84 yrs,1999,0,42718,0,0
577,Males,Iowa,85+ yrs,1999,0,17776,0,10
578,Females,Iowa,85+ yrs,1999,0,47006,0,0
579,Males,Kansas,00-04 yrs,1999,0,96252,0,0
580,Females,Kansas,00-04 yrs,1999,0,90950,0,0
581,Males,Kansas,05-09 yrs,1999,0,100778,0,0
582,Females,Kansas,05-09 yrs,1999,0,95389,0,0
583,Males,Kansas,10-14 yrs,1999,0,105097,0,0
584,Females,Kansas,10-14 yrs,1999,0,99145,0,0
585,Males,Kansas,15-19 yrs,1999,0,108196,0,12
586,Females,Kansas,15-19 yrs,1999,0,102221,0,0
587,Males,Kansas,20-24 yrs,1999,21,96502,21.76,37
588,Females,Kansas,20-24 yrs,1999,0,89406,0,0
589,Males,Kansas,25-29 yrs,1999,16,90018,17.77,23
590,Females,Kansas,25-29 yrs,1999,0,85389,0,0
591,Males,Kansas,30-34 yrs,1999,10,89812,11.13,24
592,Females,Kansas,30-34 yrs,1999,0,86668,0,0
593,Males,Kansas,35-39 yrs,1999,10,106159,9.42,20
594,Females,Kansas,35-39 yrs,1999,0,105555,0,0
595,Males,Kansas,40-44 yrs,1999,10,106113,9.42,27
596,Females,Kansas,40-44 yrs,1999,0,106123,0,0
597,Males,Kansas,45-49 yrs,1999,10,94407,10.59,24
598,Females,Kansas,45-49 yrs,1999,0,94241,0,0
599,Males,Kansas,50-54 yrs,1999,10,77927,12.83,14
600,Females,Kansas,50-54 yrs,1999,0,77582,0,0
601,Males,Kansas,55-59 yrs,1999,0,58111,0,13
602,Females,Kansas,55-59 yrs,1999,0,60789,0,0
603,Males,Kansas,60-64 yrs,1999,10,47622,21,11
604,Females,Kansas,60-64 yrs,1999,0,51198,0,0
605,Males,Kansas,65-69 yrs,1999,0,41887,0,0
606,Females,Kansas,65-69 yrs,1999,0,48792,0,0
607,Males,Kansas,70-74 yrs,1999,0,38522,0,11
608,Females,Kansas,70-74 yrs,1999,0,48063,0,0
609,Males,Kansas,75-79 yrs,1999,0,31081,0,0
610,Females,Kansas,75-79 yrs,1999,0,44117,0,0
611,Males,Kansas,80-84 yrs,1999,0,19310,0,10
612,Females,Kansas,80-84 yrs,1999,0,33421,0,0
613,Males,Kansas,85+ yrs,1999,0,14500,0,0
614,Females,Kansas,85+ yrs,1999,0,36997,0,0
615,Males,Kentucky,00-04 yrs,1999,0,136085,0,0
616,Females,Kentucky,00-04 yrs,1999,0,129448,0,0
617,Males,Kentucky,05-09 yrs,1999,0,143414,0,0
618,Females,Kentucky,05-09 yrs,1999,0,135832,0,0
619,Males,Kentucky,10-14 yrs,1999,0,143710,0,0
620,Females,Kentucky,10-14 yrs,1999,0,135383,0,0
621,Males,Kentucky,15-19 yrs,1999,0,149899,0,20
622,Females,Kentucky,15-19 yrs,1999,0,142606,0,0
623,Males,Kentucky,20-24 yrs,1999,19,142302,13.35,27
624,Females,Kentucky,20-24 yrs,1999,0,138317,0,0
625,Males,Kentucky,25-29 yrs,1999,27,142296,18.97,35
626,Females,Kentucky,25-29 yrs,1999,0,140894,0,0
627,Males,Kentucky,30-34 yrs,1999,23,143057,16.08,40
628,Females,Kentucky,30-34 yrs,1999,0,143778,0,0
629,Males,Kentucky,35-39 yrs,1999,38,159867,23.77,51
630,Females,Kentucky,35-39 yrs,1999,0,163406,0,0
631,Males,Kentucky,40-44 yrs,1999,32,156725,20.42,46
632,Females,Kentucky,40-44 yrs,1999,0,161290,0,13
633,Males,Kentucky,45-49 yrs,1999,22,142050,15.49,33
634,Females,Kentucky,45-49 yrs,1999,11,146446,7.51,17
635,Males,Kentucky,50-54 yrs,1999,13,123906,10.49,20
636,Females,Kentucky,50-54 yrs,1999,0,129037,0,12
637,Males,Kentucky,55-59 yrs,1999,17,96796,17.56,18
638,Females,Kentucky,55-59 yrs,1999,0,102904,0,0
639,Males,Kentucky,60-64 yrs,1999,12,79023,15.19,15
640,Females,Kentucky,60-64 yrs,1999,0,87265,0,0
641,Males,Kentucky,65-69 yrs,1999,12,66397,18.07,14
642,Females,Kentucky,65-69 yrs,1999,0,78112,0,0
643,Males,Kentucky,70-74 yrs,1999,19,56023,33.91,20
644,Females,Kentucky,70-74 yrs,1999,0,73486,0,0
645,Males,Kentucky,75-79 yrs,1999,16,41185,38.85,16
646,Females,Kentucky,75-79 yrs,1999,0,62444,0,0
647,Males,Kentucky,80-84 yrs,1999,15,23324,64.31,15
648,Females,Kentucky,80-84 yrs,1999,0,43832,0,0
649,Males,Kentucky,85+ yrs,1999,15,15593,96.2,15
650,Females,Kentucky,85+ yrs,1999,0,41921,0,0
651,Males,Louisiana,00-04 yrs,1999,0,161737,0,0
652,Females,Louisiana,00-04 yrs,1999,0,155624,0,0
653,Males,Louisiana,05-09 yrs,1999,0,174075,0,0
654,Females,Louisiana,05-09 yrs,1999,0,165362,0,0
655,Males,Louisiana,10-14 yrs,1999,0,178846,0,0
656,Females,Louisiana,10-14 yrs,1999,0,171419,0,0
657,Males,Louisiana,15-19 yrs,1999,23,186103,12.36,29
658,Females,Louisiana,15-19 yrs,1999,0,183175,0,0
659,Males,Louisiana,20-24 yrs,1999,33,159347,20.71,47
660,Females,Louisiana,20-24 yrs,1999,0,162608,0,0
661,Males,Louisiana,25-29 yrs,1999,34,147403,23.07,42
662,Females,Louisiana,25-29 yrs,1999,0,153448,0,11
663,Males,Louisiana,30-34 yrs,1999,30,150688,19.91,41
664,Females,Louisiana,30-34 yrs,1999,0,157043,0,0
665,Males,Louisiana,35-39 yrs,1999,32,169274,18.9,43
666,Females,Louisiana,35-39 yrs,1999,14,179141,7.82,18
667,Males,Louisiana,40-44 yrs,1999,22,170108,12.93,29
668,Females,Louisiana,40-44 yrs,1999,0,177785,0,0
669,Males,Louisiana,45-49 yrs,1999,31,150441,20.61,39
670,Females,Louisiana,45-49 yrs,1999,0,159238,0,0
671,Males,Louisiana,50-54 yrs,1999,23,126616,18.17,28
672,Females,Louisiana,50-54 yrs,1999,0,134149,0,14
673,Males,Louisiana,55-59 yrs,1999,21,97228,21.6,25
674,Females,Louisiana,55-59 yrs,1999,0,106781,0,10
675,Males,Louisiana,60-64 yrs,1999,12,79224,15.15,14
676,Females,Louisiana,60-64 yrs,1999,0,90004,0,0
677,Males,Louisiana,65-69 yrs,1999,0,66699,0,0
678,Females,Louisiana,65-69 yrs,1999,0,81554,0,0
679,Males,Louisiana,70-74 yrs,1999,22,58155,37.83,24
680,Females,Louisiana,70-74 yrs,1999,0,77225,0,0
681,Males,Louisiana,75-79 yrs,1999,17,42370,40.12,19
682,Females,Louisiana,75-79 yrs,1999,0,63312,0,0
683,Males,Louisiana,80-84 yrs,1999,10,23757,42.09,11
684,Females,Louisiana,80-84 yrs,1999,0,43485,0,0
685,Males,Louisiana,85+ yrs,1999,11,15996,68.77,13
686,Females,Louisiana,85+ yrs,1999,0,41394,0,0
687,Males,Maine,00-04 yrs,1999,0,36091,0,0
688,Females,Maine,00-04 yrs,1999,0,34437,0,0
689,Males,Maine,05-09 yrs,1999,0,43390,0,0
690,Females,Maine,05-09 yrs,1999,0,41218,0,0
691,Males,Maine,10-14 yrs,1999,0,47394,0,0
692,Females,Maine,10-14 yrs,1999,0,44806,0,0
693,Males,Maine,15-19 yrs,1999,0,45609,0,0
694,Females,Maine,15-19 yrs,1999,0,43451,0,0
695,Males,Maine,20-24 yrs,1999,0,34988,0,0
696,Females,Maine,20-24 yrs,1999,0,34714,0,0
697,Males,Maine,25-29 yrs,1999,0,36184,0,0
698,Females,Maine,25-29 yrs,1999,0,37390,0,0
699,Males,Maine,30-34 yrs,1999,0,41969,0,16
700,Females,Maine,30-34 yrs,1999,0,43793,0,0
701,Males,Maine,35-39 yrs,1999,13,51526,25.23,22
702,Females,Maine,35-39 yrs,1999,0,53908,0,0
703,Males,Maine,40-44 yrs,1999,0,52993,0,11
704,Females,Maine,40-44 yrs,1999,0,55103,0,0
705,Males,Maine,45-49 yrs,1999,0,49276,0,11
706,Females,Maine,45-49 yrs,1999,0,50634,0,0
707,Males,Maine,50-54 yrs,1999,10,43342,23.07,13
708,Females,Maine,50-54 yrs,1999,0,43099,0,0
709,Males,Maine,55-59 yrs,1999,0,32417,0,0
710,Females,Maine,55-59 yrs,1999,0,33307,0,0
711,Males,Maine,60-64 yrs,1999,0,26128,0,0
712,Females,Maine,60-64 yrs,1999,0,27960,0,0
713,Males,Maine,65-69 yrs,1999,0,23385,0,0
714,Females,Maine,65-69 yrs,1999,0,26522,0,0
715,Males,Maine,70-74 yrs,1999,0,20413,0,0
716,Females,Maine,70-74 yrs,1999,0,25654,0,0
717,Males,Maine,75-79 yrs,1999,0,15504,0,0
718,Females,Maine,75-79 yrs,1999,0,21892,0,0
719,Males,Maine,80-84 yrs,1999,0,9374,0,0
720,Females,Maine,80-84 yrs,1999,0,16054,0,0
721,Males,Maine,85+ yrs,1999,0,6227,0,0
722,Females,Maine,85+ yrs,1999,0,16656,0,0
723,Males,Maryland,00-04 yrs,1999,0,180963,0,0
724,Females,Maryland,00-04 yrs,1999,0,173668,0,0
725,Males,Maryland,05-09 yrs,1999,0,201651,0,0
726,Females,Maryland,05-09 yrs,1999,0,192744,0,0
727,Males,Maryland,10-14 yrs,1999,0,196216,0,0
728,Females,Maryland,10-14 yrs,1999,0,187012,0,0
729,Males,Maryland,15-19 yrs,1999,14,179020,7.82,22
730,Females,Maryland,15-19 yrs,1999,0,171587,0,0
731,Males,Maryland,20-24 yrs,1999,20,153412,13.04,30
732,Females,Maryland,20-24 yrs,1999,0,154356,0,0
733,Males,Maryland,25-29 yrs,1999,25,168821,14.81,39
734,Females,Maryland,25-29 yrs,1999,0,178831,0,0
735,Males,Maryland,30-34 yrs,1999,13,201665,6.45,27
736,Females,Maryland,30-34 yrs,1999,0,214620,0,0
737,Males,Maryland,35-39 yrs,1999,24,226678,10.59,41
738,Females,Maryland,35-39 yrs,1999,0,240698,0,10
739,Males,Maryland,40-44 yrs,1999,15,215032,6.98,35
740,Females,Maryland,40-44 yrs,1999,0,229042,0,12
741,Males,Maryland,45-49 yrs,1999,15,187319,8.01,31
742,Females,Maryland,45-49 yrs,1999,0,203747,0,0
743,Males,Maryland,50-54 yrs,1999,16,165550,9.66,27
744,Females,Maryland,50-54 yrs,1999,0,178074,0,0
745,Males,Maryland,55-59 yrs,1999,12,124990,9.6,16
746,Females,Maryland,55-59 yrs,1999,0,135373,0,0
747,Males,Maryland,60-64 yrs,1999,15,94764,15.83,20
748,Females,Maryland,60-64 yrs,1999,0,103656,0,0
749,Males,Maryland,65-69 yrs,1999,16,77182,20.73,19
750,Females,Maryland,65-69 yrs,1999,0,91187,0,0
751,Males,Maryland,70-74 yrs,1999,12,66070,18.16,17
752,Females,Maryland,70-74 yrs,1999,0,87132,0,0
753,Males,Maryland,75-79 yrs,1999,12,50863,23.59,16
754,Females,Maryland,75-79 yrs,1999,0,76206,0,0
755,Males,Maryland,80-84 yrs,1999,0,29275,0,11
756,Females,Maryland,80-84 yrs,1999,0,51554,0,0
757,Males,Maryland,85+ yrs,1999,0,18110,0,0
758,Females,Maryland,85+ yrs,1999,0,47443,0,0
759,Males,Massachusetts,00-04 yrs,1999,0,204102,0,0
760,Females,Massachusetts,00-04 yrs,1999,0,195149,0,0
761,Males,Massachusetts,05-09 yrs,1999,0,223836,0,0
762,Females,Massachusetts,05-09 yrs,1999,0,212134,0,0
763,Males,Massachusetts,10-14 yrs,1999,0,216857,0,10
764,Females,Massachusetts,10-14 yrs,1999,0,206101,0,0
765,Males,Massachusetts,15-19 yrs,1999,0,206824,0,14
766,Females,Massachusetts,15-19 yrs,1999,0,201583,0,0
767,Males,Massachusetts,20-24 yrs,1999,0,195021,0,18
768,Females,Massachusetts,20-24 yrs,1999,0,201039,0,0
769,Males,Massachusetts,25-29 yrs,1999,0,223920,0,33
770,Females,Massachusetts,25-29 yrs,1999,0,231390,0,0
771,Males,Massachusetts,30-34 yrs,1999,0,245815,0,36
772,Females,Massachusetts,30-34 yrs,1999,0,253627,0,0
773,Males,Massachusetts,35-39 yrs,1999,12,267509,4.49,44
774,Females,Massachusetts,35-39 yrs,1999,0,274621,0,12
775,Males,Massachusetts,40-44 yrs,1999,0,252177,0,33
776,Females,Massachusetts,40-44 yrs,1999,0,262923,0,17
777,Males,Massachusetts,45-49 yrs,1999,0,220385,0,30
778,Females,Massachusetts,45-49 yrs,1999,0,232110,0,0
779,Males,Massachusetts,50-54 yrs,1999,0,192303,0,27
780,Females,Massachusetts,50-54 yrs,1999,0,205092,0,12
781,Males,Massachusetts,55-59 yrs,1999,11,143768,7.65,25
782,Females,Massachusetts,55-59 yrs,1999,0,155640,0,10
783,Males,Massachusetts,60-64 yrs,1999,0,110866,0,15
784,Females,Massachusetts,60-64 yrs,1999,0,124209,0,0
785,Males,Massachusetts,65-69 yrs,1999,0,99151,0,10
786,Females,Massachusetts,65-69 yrs,1999,0,118706,0,0
787,Males,Massachusetts,70-74 yrs,1999,0,91538,0,0
788,Females,Massachusetts,70-74 yrs,1999,0,121647,0,0
789,Males,Massachusetts,75-79 yrs,1999,10,72875,13.72,10
790,Females,Massachusetts,75-79 yrs,1999,0,110653,0,0
791,Males,Massachusetts,80-84 yrs,1999,0,45481,0,0
792,Females,Massachusetts,80-84 yrs,1999,0,83636,0,0
793,Males,Massachusetts,85+ yrs,1999,0,30087,0,11
794,Females,Massachusetts,85+ yrs,1999,0,84570,0,0
795,Males,Michigan,00-04 yrs,1999,0,343684,0,0
796,Females,Michigan,00-04 yrs,1999,0,328133,0,0
797,Males,Michigan,05-09 yrs,1999,0,386043,0,0
798,Females,Michigan,05-09 yrs,1999,0,366715,0,0
799,Males,Michigan,10-14 yrs,1999,0,378072,0,11
800,Females,Michigan,10-14 yrs,1999,0,358950,0,0
801,Males,Michigan,15-19 yrs,1999,28,368555,7.6,52
802,Females,Michigan,15-19 yrs,1999,0,351021,0,0
803,Males,Michigan,20-24 yrs,1999,37,321467,11.51,67
804,Females,Michigan,20-24 yrs,1999,0,316615,0,11
805,Males,Michigan,25-29 yrs,1999,55,333847,16.47,93
806,Females,Michigan,25-29 yrs,1999,0,334124,0,10
807,Males,Michigan,30-34 yrs,1999,37,355445,10.41,74
808,Females,Michigan,30-34 yrs,1999,0,354483,0,12
809,Males,Michigan,35-39 yrs,1999,48,396757,12.1,84
810,Females,Michigan,35-39 yrs,1999,0,400760,0,25
811,Males,Michigan,40-44 yrs,1999,36,399617,9.01,82
812,Females,Michigan,40-44 yrs,1999,0,408224,0,26
813,Males,Michigan,45-49 yrs,1999,46,356426,12.91,76
814,Females,Michigan,45-49 yrs,1999,0,364885,0,24
815,Males,Michigan,50-54 yrs,1999,31,299781,10.34,56
816,Females,Michigan,50-54 yrs,1999,0,309095,0,19
817,Males,Michigan,55-59 yrs,1999,28,231980,12.07,39
818,Females,Michigan,55-59 yrs,1999,0,242728,0,12
819,Males,Michigan,60-64 yrs,1999,24,179918,13.34,31
820,Females,Michigan,60-64 yrs,1999,0,195218,0,12
821,Males,Michigan,65-69 yrs,1999,21,151468,13.86,24
822,Females,Michigan,65-69 yrs,1999,0,178428,0,0
823,Males,Michigan,70-74 yrs,1999,30,139494,21.51,35
824,Females,Michigan,70-74 yrs,1999,0,176081,0,0
825,Males,Michigan,75-79 yrs,1999,25,104984,23.81,29
826,Females,Michigan,75-79 yrs,1999,0,152847,0,0
827,Males,Michigan,80-84 yrs,1999,12,62095,19.33,16
828,Females,Michigan,80-84 yrs,1999,0,109393,0,0
829,Males,Michigan,85+ yrs,1999,19,39713,47.84,22
830,Females,Michigan,85+ yrs,1999,0,100071,0,0
831,Males,Minnesota,00-04 yrs,1999,0,167258,0,0
832,Females,Minnesota,00-04 yrs,1999,0,159343,0,0
833,Males,Minnesota,05-09 yrs,1999,0,183572,0,0
834,Females,Minnesota,05-09 yrs,1999,0,173644,0,0
835,Males,Minnesota,10-14 yrs,1999,0,191590,0,0
836,Females,Minnesota,10-14 yrs,1999,0,182426,0,0
837,Males,Minnesota,15-19 yrs,1999,23,190172,12.09,30
838,Females,Minnesota,15-19 yrs,1999,0,181500,0,0
839,Males,Minnesota,20-24 yrs,1999,22,159444,13.8,37
840,Females,Minnesota,20-24 yrs,1999,0,154109,0,0
841,Males,Minnesota,25-29 yrs,1999,18,162285,11.09,23
842,Females,Minnesota,25-29 yrs,1999,0,158344,0,0
843,Males,Minnesota,30-34 yrs,1999,16,179332,8.92,39
844,Females,Minnesota,30-34 yrs,1999,0,175948,0,0
845,Males,Minnesota,35-39 yrs,1999,25,211214,11.84,49
846,Females,Minnesota,35-39 yrs,1999,0,207444,0,14
847,Males,Minnesota,40-44 yrs,1999,21,203571,10.32,41
848,Females,Minnesota,40-44 yrs,1999,0,200812,0,0
849,Males,Minnesota,45-49 yrs,1999,19,179209,10.6,37
850,Females,Minnesota,45-49 yrs,1999,0,176504,0,0
851,Males,Minnesota,50-54 yrs,1999,14,143798,9.74,24
852,Females,Minnesota,50-54 yrs,1999,0,143834,0,0
853,Males,Minnesota,55-59 yrs,1999,10,109054,9.17,17
854,Females,Minnesota,55-59 yrs,1999,0,111416,0,0
855,Males,Minnesota,60-64 yrs,1999,0,85341,0,10
856,Females,Minnesota,60-64 yrs,1999,0,90018,0,0
857,Males,Minnesota,65-69 yrs,1999,0,72297,0,0
858,Females,Minnesota,65-69 yrs,1999,0,80421,0,0
859,Males,Minnesota,70-74 yrs,1999,0,64272,0,11
860,Females,Minnesota,70-74 yrs,1999,0,78445,0,0
861,Males,Minnesota,75-79 yrs,1999,0,51233,0,15
862,Females,Minnesota,75-79 yrs,1999,0,71260,0,0
863,Males,Minnesota,80-84 yrs,1999,12,33044,36.32,18
864,Females,Minnesota,80-84 yrs,1999,0,56510,0,0
865,Males,Minnesota,85+ yrs,1999,0,23864,0,0
866,Females,Minnesota,85+ yrs,1999,0,60953,0,0
867,Males,Mississippi,00-04 yrs,1999,0,104166,0,0
868,Females,Mississippi,00-04 yrs,1999,0,99622,0,0
869,Males,Mississippi,05-09 yrs,1999,0,110510,0,0
870,Females,Mississippi,05-09 yrs,1999,0,106369,0,0
871,Males,Mississippi,10-14 yrs,1999,0,111159,0,0
872,Females,Mississippi,10-14 yrs,1999,0,106697,0,0
873,Males,Mississippi,15-19 yrs,1999,15,120078,12.49,18
874,Females,Mississippi,15-19 yrs,1999,0,115717,0,0
875,Males,Mississippi,20-24 yrs,1999,18,105623,17.04,22
876,Females,Mississippi,20-24 yrs,1999,0,105623,0,0
877,Males,Mississippi,25-29 yrs,1999,14,95609,14.64,17
878,Females,Mississippi,25-29 yrs,1999,0,100567,0,0
879,Males,Mississippi,30-34 yrs,1999,10,90793,11.01,16
880,Females,Mississippi,30-34 yrs,1999,0,95532,0,0
881,Males,Mississippi,35-39 yrs,1999,23,103572,22.21,32
882,Females,Mississippi,35-39 yrs,1999,0,109874,0,0
883,Males,Mississippi,40-44 yrs,1999,25,102395,24.42,30
884,Females,Mississippi,40-44 yrs,1999,0,108773,0,0
885,Males,Mississippi,45-49 yrs,1999,14,90898,15.4,18
886,Females,Mississippi,45-49 yrs,1999,0,97021,0,0
887,Males,Mississippi,50-54 yrs,1999,10,79478,12.58,12
888,Females,Mississippi,50-54 yrs,1999,0,83632,0,0
889,Males,Mississippi,55-59 yrs,1999,21,61848,33.95,21
890,Females,Mississippi,55-59 yrs,1999,0,67656,0,0
891,Males,Mississippi,60-64 yrs,1999,12,52799,22.73,12
892,Females,Mississippi,60-64 yrs,1999,0,60066,0,0
893,Males,Mississippi,65-69 yrs,1999,12,43875,27.35,14
894,Females,Mississippi,65-69 yrs,1999,0,54057,0,0
895,Males,Mississippi,70-74 yrs,1999,12,37049,32.39,14
896,Females,Mississippi,70-74 yrs,1999,0,50442,0,0
897,Males,Mississippi,75-79 yrs,1999,11,26618,41.33,12
898,Females,Mississippi,75-79 yrs,1999,0,42128,0,0
899,Males,Mississippi,80-84 yrs,1999,0,15723,0,0
900,Females,Mississippi,80-84 yrs,1999,0,30177,0,0
901,Males,Mississippi,85+ yrs,1999,0,11636,0,0
902,Females,Mississippi,85+ yrs,1999,0,30630,0,0
