,Sex,State,Age Group,Year,Deaths_x,Population,Crude Rate_x,Deaths_y,Crude Rate_y
11537,,District of Columbia,15-19 yrs,2003.0,S,37582,0.0,S,0.0
11538,Males,District of Columbia,20-24 yrs,2003.0,44,23137,190.17,48,207.46
11539,Females,District of Columbia,20-24 yrs,2003.0,0,27261,0.0,0,0.0
11540,,District of Columbia,20-24 yrs,2003.0,S,50398,0.0,S,0.0
11541,Males,District of Columbia,25-29 yrs,2003.0,24,24071,99.71,26,108.01
11542,Females,District of Columbia,25-29 yrs,2003.0,0,27792,0.0,0,0.0
11543,,District of Columbia,25-29 yrs,2003.0,S,51863,0.0,S,0.0
11544,Males,District of Columbia,30-34 yrs,2003.0,20,24898,80.33,27,108.44
11545,Females,District of Columbia,30-34 yrs,2003.0,0,25773,0.0,0,0.0
11546,,District of Columbia,30-34 yrs,2003.0,S,50671,0.0,S,0.0
11547,Males,District of Columbia,35-39 yrs,2003.0,13,22177,58.62,14,63.13
11548,Females,District of Columbia,35-39 yrs,2003.0,0,21400,0.0,0,0.0
11549,,District of Columbia,35-39 yrs,2003.0,S,43577,0.0,S,0.0
11550,Males,District of Columbia,40-44 yrs,2003.0,13,20606,63.09,19,92.21
11551,Females,District of Columbia,40-44 yrs,2003.0,0,20527,0.0,0,0.0
11552,,District of Columbia,40-44 yrs,2003.0,S,41133,0.0,S,0.0
11553,Males,District of Columbia,45-49 yrs,2003.0,0,18683,0.0,0,0.0
11554,Females,District of Columbia,45-49 yrs,2003.0,0,20118,0.0,0,0.0
11555,,District of Columbia,45-49 yrs,2003.0,0,38801,0.0,0,0.0
11556,Males,District of Columbia,50-54 yrs,2003.0,0,17383,0.0,0,0.0
11557,Females,District of Columbia,50-54 yrs,2003.0,0,19823,0.0,0,0.0
11558,,District of Columbia,50-54 yrs,2003.0,0,37206,0.0,0,0.0
11559,Males,District of Columbia,55-59 yrs,2003.0,0,14290,0.0,0,0.0
11560,Females,District of Columbia,55-59 yrs,2003.0,0,16814,0.0,0,0.0
11561,,District of Columbia,55-59 yrs,2003.0,0,31104,0.0,0,0.0
11562,Males,District of Columbia,60-64 yrs,2003.0,0,10810,0.0,0,0.0
11563,Females,District of Columbia,60-64 yrs,2003.0,0,13167,0.0,0,0.0
11564,,District of Columbia,60-64 yrs,2003.0,0,23977,0.0,0,0.0
11565,Males,District of Columbia,65-69 yrs,2003.0,0,8093,0.0,0,0.0
11566,Females,District of Columbia,65-69 yrs,2003.0,0,9975,0.0,0,0.0
11567,,District of Columbia,65-69 yrs,2003.0,0,18068,0.0,0,0.0
11568,Males,District of Columbia,70-74 yrs,2003.0,0,6612,0.0,0,0.0
11569,Females,District of Columbia,70-74 yrs,2003.0,0,9221,0.0,0,0.0
11570,,District of Columbia,70-74 yrs,2003.0,0,15833,0.0,0,0.0
11571,Males,District of Columbia,75-79 yrs,2003.0,0,5313,0.0,0,0.0
11572,Females,District of Columbia,75-79 yrs,2003.0,0,8775,0.0,0,0.0
11573,,District of Columbia,75-79 yrs,2003.0,0,14088,0.0,0,0.0
11574,Males,District of Columbia,80-84 yrs,2003.0,0,3647,0.0,0,0.0
11575,Females,District of Columbia,80-84 yrs,2003.0,0,6995,0.0,0,0.0
11576,,District of Columbia,80-84 yrs,2003.0,0,10642,0.0,0,0.0
11577,Males,District of Columbia,85+ yrs,2003.0,0,2426,0.0,0,0.0
11578,Females,District of Columbia,85+ yrs,2003.0,0,6315,0.0,0,0.0
11579,,District of Columbia,85+ yrs,2003.0,0,8741,0.0,0,0.0
11580,Males,District of Columbia,Unknown yrs,2003.0,0,.,0.0,0,0.0
11581,,District of Columbia,Unknown yrs,2003.0,0,.,0.0,0,0.0
11582,Males,Florida,00-04 yrs,2003.0,0,517552,0.0,20,3.86
11583,Females,Florida,00-04 yrs,2003.0,0,493883,0.0,16,3.24
11584,,Florida,00-04 yrs,2003.0,0,1011435,0.0,36,3.56
11585,Males,Florida,05-09 yrs,2003.0,0,516732,0.0,0,0.0
11586,Females,Florida,05-09 yrs,2003.0,0,492381,0.0,0,0.0
11587,,Florida,05-09 yrs,2003.0,0,1009113,0.0,0,0.0
11588,Males,Florida,10-14 yrs,2003.0,0,582201,0.0,0,0.0
11589,Females,Florida,10-14 yrs,2003.0,0,553452,0.0,0,0.0
11590,,Florida,10-14 yrs,2003.0,0,1135653,0.0,0,0.0
11591,Males,Florida,15-19 yrs,2003.0,62,566201,10.95,71,12.54
11592,Females,Florida,15-19 yrs,2003.0,0,529737,0.0,17,3.21
11593,,Florida,15-19 yrs,2003.0,S,1095938,0.0,88,8.03
11594,Males,Florida,20-24 yrs,2003.0,121,551102,21.96,137,24.86
11595,Females,Florida,20-24 yrs,2003.0,15,530781,2.83,29,5.46
11596,,Florida,20-24 yrs,2003.0,136,1081883,12.57,166,15.34
11597,Males,Florida,25-29 yrs,2003.0,94,500362,18.79,107,21.38
11598,Females,Florida,25-29 yrs,2003.0,10,487620,2.05,23,4.72
11599,,Florida,25-29 yrs,2003.0,104,987982,10.53,130,13.16
11600,Males,Florida,30-34 yrs,2003.0,72,559151,12.88,93,16.63
11601,Females,Florida,30-34 yrs,2003.0,18,556149,3.24,24,4.32
11602,,Florida,30-34 yrs,2003.0,90,1115300,8.07,117,10.49
11603,Males,Florida,35-39 yrs,2003.0,44,605347,7.27,64,10.57
11604,Females,Florida,35-39 yrs,2003.0,12,610302,1.97,29,4.75
11605,,Florida,35-39 yrs,2003.0,56,1215649,4.61,93,7.65
11606,Males,Florida,40-44 yrs,2003.0,51,654428,7.79,75,11.46
11607,Females,Florida,40-44 yrs,2003.0,14,663557,2.11,27,4.07
11608,,Florida,40-44 yrs,2003.0,65,1317985,4.93,102,7.74
11609,Males,Florida,45-49 yrs,2003.0,30,600321,5.0,64,10.66
11610,Females,Florida,45-49 yrs,2003.0,10,626757,1.6,25,3.99
11611,,Florida,45-49 yrs,2003.0,40,1227078,3.26,89,7.25
11612,Males,Florida,50-54 yrs,2003.0,28,525305,5.33,44,8.38
11613,Females,Florida,50-54 yrs,2003.0,0,566460,0.0,10,1.77
11614,,Florida,50-54 yrs,2003.0,S,1091765,0.0,54,4.95
11615,Males,Florida,55-59 yrs,2003.0,19,467750,4.06,28,5.99
11616,Females,Florida,55-59 yrs,2003.0,0,514072,0.0,13,2.53
11617,,Florida,55-59 yrs,2003.0,S,981822,0.0,41,4.18
11618,Males,Florida,60-64 yrs,2003.0,0,394258,0.0,17,4.31
11619,Females,Florida,60-64 yrs,2003.0,0,448990,0.0,13,2.9
11620,,Florida,60-64 yrs,2003.0,16,843248,1.9,30,3.56
11621,Males,Florida,65-69 yrs,2003.0,0,352693,0.0,0,0.0
11622,Females,Florida,65-69 yrs,2003.0,0,402182,0.0,0,0.0
11623,,Florida,65-69 yrs,2003.0,0,754875,0.0,12,1.59
11624,Males,Florida,70-74 yrs,2003.0,0,331647,0.0,0,0.0
11625,Females,Florida,70-74 yrs,2003.0,0,385484,0.0,0,0.0
11626,,Florida,70-74 yrs,2003.0,0,717131,0.0,14,1.95
11627,Males,Florida,75-79 yrs,2003.0,0,276171,0.0,0,0.0
11628,Females,Florida,75-79 yrs,2003.0,0,350885,0.0,0,0.0
11629,,Florida,75-79 yrs,2003.0,0,627056,0.0,14,2.23
11630,Males,Florida,80-84 yrs,2003.0,0,184840,0.0,0,0.0
11631,Females,Florida,80-84 yrs,2003.0,0,259231,0.0,0,0.0
11632,,Florida,80-84 yrs,2003.0,0,444071,0.0,12,2.7
11633,Males,Florida,85+ yrs,2003.0,0,120451,0.0,0,0.0
11634,Females,Florida,85+ yrs,2003.0,0,225650,0.0,0,0.0
11635,,Florida,85+ yrs,2003.0,0,346101,0.0,0,0.0
11636,Males,Georgia,00-04 yrs,2003.0,0,327165,0.0,15,4.58
11637,Females,Georgia,00-04 yrs,2003.0,0,315140,0.0,18,5.71
11638,,Georgia,00-04 yrs,2003.0,0,642305,0.0,33,5.14
11639,Males,Georgia,05-09 yrs,2003.0,0,310819,0.0,0,0.0
11640,Females,Georgia,05-09 yrs,2003.0,0,297304,0.0,0,0.0
11641,,Georgia,05-09 yrs,2003.0,0,608123,0.0,0,0.0
11642,Males,Georgia,10-14 yrs,2003.0,0,334653,0.0,0,0.0
11643,Females,Georgia,10-14 yrs,2003.0,0,320462,0.0,0,0.0
11644,,Georgia,10-14 yrs,2003.0,11,655115,1.68,15,2.29
11645,Males,Georgia,15-19 yrs,2003.0,37,321904,11.49,46,14.29
11646,Females,Georgia,15-19 yrs,2003.0,0,298811,0.0,0,0.0
11647,,Georgia,15-19 yrs,2003.0,S,620715,0.0,S,0.0
11648,Males,Georgia,20-24 yrs,2003.0,91,321106,28.34,106,33.01
11649,Females,Georgia,20-24 yrs,2003.0,16,314693,5.08,23,7.31
11650,,Georgia,20-24 yrs,2003.0,107,635799,16.83,129,20.29
11651,Males,Georgia,25-29 yrs,2003.0,92,304706,30.19,102,33.47
11652,Females,Georgia,25-29 yrs,2003.0,16,303606,5.27,21,6.92
11653,,Georgia,25-29 yrs,2003.0,108,608312,17.75,123,20.22
11654,Males,Georgia,30-34 yrs,2003.0,52,339210,15.33,67,19.75
11655,Females,Georgia,30-34 yrs,2003.0,15,340248,4.41,27,7.94
11656,,Georgia,30-34 yrs,2003.0,67,679458,9.86,94,13.83
11657,Males,Georgia,35-39 yrs,2003.0,31,339574,9.13,45,13.25
11658,Females,Georgia,35-39 yrs,2003.0,12,343221,3.5,25,7.28
11659,,Georgia,35-39 yrs,2003.0,43,682795,6.3,70,10.25
11660,Males,Georgia,40-44 yrs,2003.0,30,340805,8.8,48,14.08
11661,Females,Georgia,40-44 yrs,2003.0,0,351488,0.0,13,3.7
11662,,Georgia,40-44 yrs,2003.0,S,692293,0.0,61,8.81
11663,Males,Georgia,45-49 yrs,2003.0,25,309011,8.09,36,11.65
11664,Females,Georgia,45-49 yrs,2003.0,0,323609,0.0,15,4.64
11665,,Georgia,45-49 yrs,2003.0,S,632620,0.0,51,8.06
11666,Males,Georgia,50-54 yrs,2003.0,15,265281,5.65,28,10.55
11667,Females,Georgia,50-54 yrs,2003.0,0,284979,0.0,0,0.0
11668,,Georgia,50-54 yrs,2003.0,S,550260,0.0,S,0.0
11669,Males,Georgia,55-59 yrs,2003.0,0,218699,0.0,12,5.49
11670,Females,Georgia,55-59 yrs,2003.0,0,234342,0.0,0,0.0
11671,,Georgia,55-59 yrs,2003.0,0,453041,0.0,S,0.0
11672,Males,Georgia,60-64 yrs,2003.0,0,159798,0.0,0,0.0
11673,Females,Georgia,60-64 yrs,2003.0,0,174503,0.0,0,0.0
11674,,Georgia,60-64 yrs,2003.0,0,334301,0.0,12,3.59
11675,Males,Georgia,65-69 yrs,2003.0,0,117206,0.0,14,11.94
11676,Females,Georgia,65-69 yrs,2003.0,0,137064,0.0,0,0.0
11677,,Georgia,65-69 yrs,2003.0,0,254270,0.0,S,0.0
11678,Males,Georgia,70-74 yrs,2003.0,0,89605,0.0,10,11.16
11679,Females,Georgia,70-74 yrs,2003.0,0,115765,0.0,0,0.0
11680,,Georgia,70-74 yrs,2003.0,0,205370,0.0,S,0.0
11681,Males,Georgia,75-79 yrs,2003.0,0,64475,0.0,0,0.0
11682,Females,Georgia,75-79 yrs,2003.0,0,98446,0.0,0,0.0
11683,,Georgia,75-79 yrs,2003.0,0,162921,0.0,0,0.0
11684,Males,Georgia,80-84 yrs,2003.0,0,39730,0.0,0,0.0
11685,Females,Georgia,80-84 yrs,2003.0,0,74608,0.0,0,0.0
11686,,Georgia,80-84 yrs,2003.0,0,114338,0.0,0,0.0
11687,Males,Georgia,85+ yrs,2003.0,0,24094,0.0,0,0.0
11688,Females,Georgia,85+ yrs,2003.0,0,66663,0.0,0,0.0
11689,,Georgia,85+ yrs,2003.0,0,90757,0.0,0,0.0
11690,Males,Hawaii,00-04 yrs,2003.0,0,40904,0.0,0,0.0
11691,Females,Hawaii,00-04 yrs,2003.0,0,38618,0.0,0,0.0
11692,,Hawaii,00-04 yrs,2003.0,0,79522,0.0,0,0.0
11693,Males,Hawaii,05-09 yrs,2003.0,0,40344,0.0,0,0.0
11694,Females,Hawaii,05-09 yrs,2003.0,0,38422,0.0,0,0.0
11695,,Hawaii,05-09 yrs,2003.0,0,78766,0.0,0,0.0
11696,Males,Hawaii,10-14 yrs,2003.0,0,44572,0.0,0,0.0
11697,Females,Hawaii,10-14 yrs,2003.0,0,42037,0.0,0,0.0
11698,,Hawaii,10-14 yrs,2003.0,0,86609,0.0,0,0.0
11699,Males,Hawaii,15-19 yrs,2003.0,0,43248,0.0,0,0.0
11700,Females,Hawaii,15-19 yrs,2003.0,0,39174,0.0,0,0.0
11701,,Hawaii,15-19 yrs,2003.0,0,82422,0.0,0,0.0
11702,Males,Hawaii,20-24 yrs,2003.0,0,51507,0.0,0,0.0
11703,Females,Hawaii,20-24 yrs,2003.0,0,42311,0.0,0,0.0
11704,,Hawaii,20-24 yrs,2003.0,0,93818,0.0,0,0.0
11705,Males,Hawaii,25-29 yrs,2003.0,0,42830,0.0,0,0.0
11706,Females,Hawaii,25-29 yrs,2003.0,0,39426,0.0,0,0.0
11707,,Hawaii,25-29 yrs,2003.0,0,82256,0.0,0,0.0
11708,Males,Hawaii,30-34 yrs,2003.0,0,43322,0.0,0,0.0
11709,Females,Hawaii,30-34 yrs,2003.0,0,41902,0.0,0,0.0
11710,,Hawaii,30-34 yrs,2003.0,0,85224,0.0,0,0.0
11711,Males,Hawaii,35-39 yrs,2003.0,0,44471,0.0,0,0.0
11712,Females,Hawaii,35-39 yrs,2003.0,0,43852,0.0,0,0.0
11713,,Hawaii,35-39 yrs,2003.0,0,88323,0.0,0,0.0
11714,Males,Hawaii,40-44 yrs,2003.0,0,47340,0.0,0,0.0
11715,Females,Hawaii,40-44 yrs,2003.0,0,47344,0.0,0,0.0
11716,,Hawaii,40-44 yrs,2003.0,0,94684,0.0,0,0.0
11717,Males,Hawaii,45-49 yrs,2003.0,0,47112,0.0,0,0.0
11718,Females,Hawaii,45-49 yrs,2003.0,0,47526,0.0,0,0.0
11719,,Hawaii,45-49 yrs,2003.0,0,94638,0.0,0,0.0
11720,Males,Hawaii,50-54 yrs,2003.0,0,44889,0.0,0,0.0
11721,Females,Hawaii,50-54 yrs,2003.0,0,44253,0.0,0,0.0
11722,,Hawaii,50-54 yrs,2003.0,0,89142,0.0,0,0.0
11723,Males,Hawaii,55-59 yrs,2003.0,0,37147,0.0,0,0.0
11724,Females,Hawaii,55-59 yrs,2003.0,0,37560,0.0,0,0.0
11725,,Hawaii,55-59 yrs,2003.0,0,74707,0.0,0,0.0
11726,Males,Hawaii,60-64 yrs,2003.0,0,25926,0.0,0,0.0
11727,Females,Hawaii,60-64 yrs,2003.0,0,27146,0.0,0,0.0
11728,,Hawaii,60-64 yrs,2003.0,0,53072,0.0,0,0.0
11729,Males,Hawaii,65-69 yrs,2003.0,0,20398,0.0,0,0.0
11730,Females,Hawaii,65-69 yrs,2003.0,0,23120,0.0,0,0.0
11731,,Hawaii,65-69 yrs,2003.0,0,43518,0.0,0,0.0
11732,Males,Hawaii,70-74 yrs,2003.0,0,17975,0.0,0,0.0
11733,Females,Hawaii,70-74 yrs,2003.0,0,22959,0.0,0,0.0
11734,,Hawaii,70-74 yrs,2003.0,0,40934,0.0,0,0.0
11735,Males,Hawaii,75-79 yrs,2003.0,0,16240,0.0,0,0.0
11736,Females,Hawaii,75-79 yrs,2003.0,0,20893,0.0,0,0.0
11737,,Hawaii,75-79 yrs,2003.0,0,37133,0.0,0,0.0
11738,Males,Hawaii,80-84 yrs,2003.0,0,11173,0.0,0,0.0
11739,Females,Hawaii,80-84 yrs,2003.0,0,14636,0.0,0,0.0
11740,,Hawaii,80-84 yrs,2003.0,0,25809,0.0,0,0.0
11741,Males,Hawaii,85+ yrs,2003.0,0,8003,0.0,0,0.0
11742,Females,Hawaii,85+ yrs,2003.0,0,12574,0.0,0,0.0
11743,,Hawaii,85+ yrs,2003.0,0,20577,0.0,0,0.0
11744,Males,Idaho,00-04 yrs,2003.0,0,53226,0.0,0,0.0
11745,Females,Idaho,00-04 yrs,2003.0,0,51082,0.0,0,0.0
11746,,Idaho,00-04 yrs,2003.0,0,104308,0.0,0,0.0
11747,Males,Idaho,05-09 yrs,2003.0,0,51991,0.0,0,0.0
11748,Females,Idaho,05-09 yrs,2003.0,0,49124,0.0,0,0.0
11749,,Idaho,05-09 yrs,2003.0,0,101115,0.0,0,0.0
11750,Males,Idaho,10-14 yrs,2003.0,0,55924,0.0,0,0.0
11751,Females,Idaho,10-14 yrs,2003.0,0,52858,0.0,0,0.0
11752,,Idaho,10-14 yrs,2003.0,0,108782,0.0,0,0.0
11753,Males,Idaho,15-19 yrs,2003.0,0,56129,0.0,0,0.0
11754,Females,Idaho,15-19 yrs,2003.0,0,54143,0.0,0,0.0
11755,,Idaho,15-19 yrs,2003.0,0,110272,0.0,0,0.0
11756,Males,Idaho,20-24 yrs,2003.0,0,54476,0.0,0,0.0
11757,Females,Idaho,20-24 yrs,2003.0,0,50644,0.0,0,0.0
11758,,Idaho,20-24 yrs,2003.0,0,105120,0.0,0,0.0
11759,Males,Idaho,25-29 yrs,2003.0,0,44489,0.0,0,0.0
11760,Females,Idaho,25-29 yrs,2003.0,0,42268,0.0,0,0.0
11761,,Idaho,25-29 yrs,2003.0,0,86757,0.0,0,0.0
11762,Males,Idaho,30-34 yrs,2003.0,0,45432,0.0,0,0.0
11763,Females,Idaho,30-34 yrs,2003.0,0,43223,0.0,0,0.0
11764,,Idaho,30-34 yrs,2003.0,0,88655,0.0,0,0.0
11765,Males,Idaho,35-39 yrs,2003.0,0,44977,0.0,0,0.0
11766,Females,Idaho,35-39 yrs,2003.0,0,43632,0.0,0,0.0
11767,,Idaho,35-39 yrs,2003.0,0,88609,0.0,0,0.0
11768,Males,Idaho,40-44 yrs,2003.0,0,50072,0.0,0,0.0
11769,Females,Idaho,40-44 yrs,2003.0,0,49668,0.0,0,0.0
11770,,Idaho,40-44 yrs,2003.0,0,99740,0.0,0,0.0
11771,Males,Idaho,45-49 yrs,2003.0,0,48973,0.0,0,0.0
11772,Females,Idaho,45-49 yrs,2003.0,0,49573,0.0,0,0.0
11773,,Idaho,45-49 yrs,2003.0,0,98546,0.0,0,0.0
11774,Males,Idaho,50-54 yrs,2003.0,0,44427,0.0,0,0.0
11775,Females,Idaho,50-54 yrs,2003.0,0,44049,0.0,0,0.0
11776,,Idaho,50-54 yrs,2003.0,0,88476,0.0,0,0.0
11777,Males,Idaho,55-59 yrs,2003.0,0,36301,0.0,0,0.0
11778,Females,Idaho,55-59 yrs,2003.0,0,35714,0.0,0,0.0
11779,,Idaho,55-59 yrs,2003.0,0,72015,0.0,0,0.0
11780,Males,Idaho,60-64 yrs,2003.0,0,27925,0.0,0,0.0
11781,Females,Idaho,60-64 yrs,2003.0,0,27970,0.0,0,0.0
11782,,Idaho,60-64 yrs,2003.0,0,55895,0.0,0,0.0
11783,Males,Idaho,65-69 yrs,2003.0,0,21693,0.0,0,0.0
11784,Females,Idaho,65-69 yrs,2003.0,0,22415,0.0,0,0.0
11785,,Idaho,65-69 yrs,2003.0,0,44108,0.0,0,0.0
11786,Males,Idaho,70-74 yrs,2003.0,0,17314,0.0,0,0.0
11787,Females,Idaho,70-74 yrs,2003.0,0,19380,0.0,0,0.0
11788,,Idaho,70-74 yrs,2003.0,0,36694,0.0,0,0.0
11789,Males,Idaho,75-79 yrs,2003.0,0,13927,0.0,0,0.0
11790,Females,Idaho,75-79 yrs,2003.0,0,17240,0.0,0,0.0
11791,,Idaho,75-79 yrs,2003.0,0,31167,0.0,0,0.0
11792,Males,Idaho,80-84 yrs,2003.0,0,9486,0.0,0,0.0
11793,Females,Idaho,80-84 yrs,2003.0,0,13869,0.0,0,0.0
11794,,Idaho,80-84 yrs,2003.0,0,23355,0.0,0,0.0
11795,Males,Idaho,85+ yrs,2003.0,0,6741,0.0,0,0.0
11796,Females,Idaho,85+ yrs,2003.0,0,13025,0.0,0,0.0
11797,,Idaho,85+ yrs,2003.0,0,19766,0.0,0,0.0
11798,Males,Illinois,00-04 yrs,2003.0,0,445355,0.0,14,3.14
11799,Females,Illinois,00-04 yrs,2003.0,0,426475,0.0,13,3.05
11800,,Illinois,00-04 yrs,2003.0,0,871830,0.0,27,3.1
11801,Males,Illinois,05-09 yrs,2003.0,0,449053,0.0,0,0.0
11802,Females,Illinois,05-09 yrs,2003.0,0,429594,0.0,0,0.0
11803,,Illinois,05-09 yrs,2003.0,0,878647,0.0,0,0.0
11804,Males,Illinois,10-14 yrs,2003.0,10,478322,2.09,13,2.72
11805,Females,Illinois,10-14 yrs,2003.0,0,456551,0.0,0,0.0
11806,,Illinois,10-14 yrs,2003.0,S,934873,0.0,S,0.0
11807,Males,Illinois,15-19 yrs,2003.0,113,463364,24.39,125,26.98
11808,Females,Illinois,15-19 yrs,2003.0,0,432588,0.0,0,0.0
11809,,Illinois,15-19 yrs,2003.0,S,895952,0.0,S,0.0
11810,Males,Illinois,20-24 yrs,2003.0,187,450472,41.51,202,44.84
11811,Females,Illinois,20-24 yrs,2003.0,10,434837,2.3,23,5.29
11812,,Illinois,20-24 yrs,2003.0,197,885309,22.25,225,25.41
11813,Males,Illinois,25-29 yrs,2003.0,132,430703,30.65,153,35.52
11814,Females,Illinois,25-29 yrs,2003.0,0,420611,0.0,14,3.33
11815,,Illinois,25-29 yrs,2003.0,S,851314,0.0,167,19.62
11816,Males,Illinois,30-34 yrs,2003.0,73,459817,15.88,87,18.92
11817,Females,Illinois,30-34 yrs,2003.0,0,453238,0.0,14,3.09
11818,,Illinois,30-34 yrs,2003.0,S,913055,0.0,101,11.06
11819,Males,Illinois,35-39 yrs,2003.0,42,459961,9.13,56,12.17
11820,Females,Illinois,35-39 yrs,2003.0,0,461777,0.0,19,4.11
11821,,Illinois,35-39 yrs,2003.0,S,921738,0.0,75,8.14
11822,Males,Illinois,40-44 yrs,2003.0,28,489999,5.71,44,8.98
11823,Females,Illinois,40-44 yrs,2003.0,10,499315,2.0,22,4.41
11824,,Illinois,40-44 yrs,2003.0,38,989314,3.84,66,6.67
11825,Males,Illinois,45-49 yrs,2003.0,22,458797,4.8,41,8.94
11826,Females,Illinois,45-49 yrs,2003.0,0,473391,0.0,12,2.53
11827,,Illinois,45-49 yrs,2003.0,S,932188,0.0,53,5.69
11828,Males,Illinois,50-54 yrs,2003.0,21,396751,5.29,32,8.07
11829,Females,Illinois,50-54 yrs,2003.0,0,414608,0.0,12,2.89
11830,,Illinois,50-54 yrs,2003.0,S,811359,0.0,44,5.42
11831,Males,Illinois,55-59 yrs,2003.0,0,316817,0.0,11,3.47
11832,Females,Illinois,55-59 yrs,2003.0,0,338436,0.0,0,0.0
11833,,Illinois,55-59 yrs,2003.0,0,655253,0.0,S,0.0
11834,Males,Illinois,60-64 yrs,2003.0,0,241245,0.0,0,0.0
11835,Females,Illinois,60-64 yrs,2003.0,0,268386,0.0,0,0.0
11836,,Illinois,60-64 yrs,2003.0,0,509631,0.0,0,0.0
11837,Males,Illinois,65-69 yrs,2003.0,0,186314,0.0,0,0.0
11838,Females,Illinois,65-69 yrs,2003.0,0,217286,0.0,0,0.0
11839,,Illinois,65-69 yrs,2003.0,0,403600,0.0,0,0.0
11840,Males,Illinois,70-74 yrs,2003.0,0,155480,0.0,0,0.0
11841,Females,Illinois,70-74 yrs,2003.0,0,200215,0.0,0,0.0
11842,,Illinois,70-74 yrs,2003.0,0,355695,0.0,0,0.0
11843,Males,Illinois,75-79 yrs,2003.0,0,128800,0.0,0,0.0
11844,Females,Illinois,75-79 yrs,2003.0,0,185638,0.0,0,0.0
11845,,Illinois,75-79 yrs,2003.0,0,314438,0.0,0,0.0
11846,Males,Illinois,80-84 yrs,2003.0,0,84771,0.0,0,0.0
11847,Females,Illinois,80-84 yrs,2003.0,0,146796,0.0,0,0.0
11848,,Illinois,80-84 yrs,2003.0,0,231567,0.0,0,0.0
11849,Males,Illinois,85+ yrs,2003.0,0,57126,0.0,0,0.0
11850,Females,Illinois,85+ yrs,2003.0,0,143117,0.0,0,0.0
11851,,Illinois,85+ yrs,2003.0,0,200243,0.0,0,0.0
11852,Females,Illinois,Unknown yrs,2003.0,0,.,0.0,0,0.0
11853,,Illinois,Unknown yrs,2003.0,0,.,0.0,0,0.0
11854,Males,Indiana,00-04 yrs,2003.0,0,217849,0.0,12,5.51
11855,Females,Indiana,00-04 yrs,2003.0,0,208850,0.0,12,5.75
11856,,Indiana,00-04 yrs,2003.0,0,426699,0.0,24,5.62
11857,Males,Indiana,05-09 yrs,2003.0,0,220868,0.0,0,0.0
11858,Females,Indiana,05-09 yrs,2003.0,0,210194,0.0,0,0.0
11859,,Indiana,05-09 yrs,2003.0,0,431062,0.0,0,0.0
11860,Males,Indiana,10-14 yrs,2003.0,0,235014,0.0,0,0.0
11861,Females,Indiana,10-14 yrs,2003.0,0,222611,0.0,0,0.0
11862,,Indiana,10-14 yrs,2003.0,0,457625,0.0,0,0.0
11863,Males,Indiana,15-19 yrs,2003.0,22,232285,9.47,25,10.76
11864,Females,Indiana,15-19 yrs,2003.0,0,220090,0.0,0,0.0
11865,,Indiana,15-19 yrs,2003.0,S,452375,0.0,S,0.0
11866,Males,Indiana,20-24 yrs,2003.0,54,230584,23.42,57,24.72
11867,Females,Indiana,20-24 yrs,2003.0,0,223526,0.0,12,5.37
11868,,Indiana,20-24 yrs,2003.0,S,454110,0.0,69,15.19
11869,Males,Indiana,25-29 yrs,2003.0,53,196583,26.96,58,29.5
11870,Females,Indiana,25-29 yrs,2003.0,0,192750,0.0,11,5.71
11871,,Indiana,25-29 yrs,2003.0,S,389333,0.0,69,17.72
11872,Males,Indiana,30-34 yrs,2003.0,23,213808,10.76,27,12.63
11873,Females,Indiana,30-34 yrs,2003.0,0,209122,0.0,0,0.0
11874,,Indiana,30-34 yrs,2003.0,S,422930,0.0,S,0.0
11875,Males,Indiana,35-39 yrs,2003.0,14,219984,6.36,15,6.82
11876,Females,Indiana,35-39 yrs,2003.0,0,219619,0.0,0,0.0
11877,,Indiana,35-39 yrs,2003.0,S,439603,0.0,S,0.0
11878,Males,Indiana,40-44 yrs,2003.0,17,239739,7.09,26,10.85
11879,Females,Indiana,40-44 yrs,2003.0,0,242887,0.0,10,4.12
11880,,Indiana,40-44 yrs,2003.0,S,482626,0.0,36,7.46
11881,Males,Indiana,45-49 yrs,2003.0,0,232415,0.0,14,6.02
11882,Females,Indiana,45-49 yrs,2003.0,0,234798,0.0,0,0.0
11883,,Indiana,45-49 yrs,2003.0,10,467213,2.14,S,0.0
11884,Males,Indiana,50-54 yrs,2003.0,0,202486,0.0,14,6.91
11885,Females,Indiana,50-54 yrs,2003.0,0,207967,0.0,0,0.0
11886,,Indiana,50-54 yrs,2003.0,0,410453,0.0,S,0.0
11887,Males,Indiana,55-59 yrs,2003.0,0,163260,0.0,0,0.0
11888,Females,Indiana,55-59 yrs,2003.0,0,171716,0.0,0,0.0
11889,,Indiana,55-59 yrs,2003.0,0,334976,0.0,0,0.0
11890,Males,Indiana,60-64 yrs,2003.0,0,126421,0.0,0,0.0
11891,Females,Indiana,60-64 yrs,2003.0,0,136875,0.0,0,0.0
11892,,Indiana,60-64 yrs,2003.0,0,263296,0.0,0,0.0
11893,Males,Indiana,65-69 yrs,2003.0,0,96730,0.0,0,0.0
11894,Females,Indiana,65-69 yrs,2003.0,0,111342,0.0,0,0.0
11895,,Indiana,65-69 yrs,2003.0,0,208072,0.0,0,0.0
11896,Males,Indiana,70-74 yrs,2003.0,0,80834,0.0,0,0.0
11897,Females,Indiana,70-74 yrs,2003.0,0,103134,0.0,0,0.0
