,Sex,State,Age Group,Year,Deaths_x,Population,Crude Rate_x,Deaths_y,Crude Rate_y
19927,Females,Florida,55-59 yrs,2006.0,0,604100,0.0,15,2.48
19928,,Florida,55-59 yrs,2006.0,S,1150141,0.0,46,4.0
19929,Males,Florida,60-64 yrs,2006.0,14,449882,3.11,29,6.45
19930,Females,Florida,60-64 yrs,2006.0,0,508285,0.0,10,1.97
19931,,Florida,60-64 yrs,2006.0,S,958167,0.0,39,4.07
19932,Males,Florida,65-69 yrs,2006.0,0,386148,0.0,11,2.85
19933,Females,Florida,65-69 yrs,2006.0,0,438173,0.0,0,0.0
19934,,Florida,65-69 yrs,2006.0,0,824321,0.0,S,0.0
19935,Males,Florida,70-74 yrs,2006.0,0,330376,0.0,10,3.03
19936,Females,Florida,70-74 yrs,2006.0,0,380480,0.0,0,0.0
19937,,Florida,70-74 yrs,2006.0,0,710856,0.0,S,0.0
19938,Males,Florida,75-79 yrs,2006.0,0,282901,0.0,0,0.0
19939,Females,Florida,75-79 yrs,2006.0,0,346254,0.0,0,0.0
19940,,Florida,75-79 yrs,2006.0,0,629155,0.0,11,1.75
19941,Males,Florida,80-84 yrs,2006.0,0,193266,0.0,0,0.0
19942,Females,Florida,80-84 yrs,2006.0,0,269970,0.0,0,0.0
19943,,Florida,80-84 yrs,2006.0,0,463236,0.0,13,2.81
19944,Males,Florida,85+ yrs,2006.0,0,134426,0.0,0,0.0
19945,Females,Florida,85+ yrs,2006.0,0,242340,0.0,0,0.0
19946,,Florida,85+ yrs,2006.0,0,376766,0.0,11,2.92
19947,Males,Florida,Unknown yrs,2006.0,0,.,0.0,0,0.0
19948,,Florida,Unknown yrs,2006.0,0,.,0.0,0,0.0
19949,Males,Georgia,00-04 yrs,2006.0,0,346564,0.0,15,4.33
19950,Females,Georgia,00-04 yrs,2006.0,0,332291,0.0,10,3.01
19951,,Georgia,00-04 yrs,2006.0,0,678855,0.0,25,3.68
19952,Males,Georgia,05-09 yrs,2006.0,0,328258,0.0,0,0.0
19953,Females,Georgia,05-09 yrs,2006.0,0,315753,0.0,0,0.0
19954,,Georgia,05-09 yrs,2006.0,0,644011,0.0,0,0.0
19955,Males,Georgia,10-14 yrs,2006.0,0,342003,0.0,0,0.0
19956,Females,Georgia,10-14 yrs,2006.0,0,327315,0.0,0,0.0
19957,,Georgia,10-14 yrs,2006.0,0,669318,0.0,0,0.0
19958,Males,Georgia,15-19 yrs,2006.0,50,348205,14.36,54,15.51
19959,Females,Georgia,15-19 yrs,2006.0,0,329203,0.0,12,3.65
19960,,Georgia,15-19 yrs,2006.0,S,677408,0.0,66,9.74
19961,Males,Georgia,20-24 yrs,2006.0,104,333813,31.16,116,34.75
19962,Females,Georgia,20-24 yrs,2006.0,0,318243,0.0,12,3.77
19963,,Georgia,20-24 yrs,2006.0,S,652056,0.0,128,19.63
19964,Males,Georgia,25-29 yrs,2006.0,74,325241,22.75,86,26.44
19965,Females,Georgia,25-29 yrs,2006.0,11,332533,3.31,17,5.11
19966,,Georgia,25-29 yrs,2006.0,85,657774,12.92,103,15.66
19967,Males,Georgia,30-34 yrs,2006.0,62,324901,19.08,75,23.08
19968,Females,Georgia,30-34 yrs,2006.0,15,329702,4.55,26,7.89
19969,,Georgia,30-34 yrs,2006.0,77,654603,11.76,101,15.43
19970,Males,Georgia,35-39 yrs,2006.0,46,347122,13.25,53,15.27
19971,Females,Georgia,35-39 yrs,2006.0,0,353202,0.0,10,2.83
19972,,Georgia,35-39 yrs,2006.0,S,700324,0.0,63,9.0
19973,Males,Georgia,40-44 yrs,2006.0,27,352580,7.66,38,10.78
19974,Females,Georgia,40-44 yrs,2006.0,0,362385,0.0,14,3.86
19975,,Georgia,40-44 yrs,2006.0,S,714965,0.0,52,7.27
19976,Males,Georgia,45-49 yrs,2006.0,27,333704,8.09,38,11.39
19977,Females,Georgia,45-49 yrs,2006.0,0,348856,0.0,13,3.73
19978,,Georgia,45-49 yrs,2006.0,S,682560,0.0,51,7.47
19979,Males,Georgia,50-54 yrs,2006.0,17,289307,5.88,29,10.02
19980,Females,Georgia,50-54 yrs,2006.0,0,308809,0.0,10,3.24
19981,,Georgia,50-54 yrs,2006.0,S,598116,0.0,39,6.52
19982,Males,Georgia,55-59 yrs,2006.0,10,256155,3.9,21,8.2
19983,Females,Georgia,55-59 yrs,2006.0,0,280259,0.0,0,0.0
19984,,Georgia,55-59 yrs,2006.0,S,536414,0.0,S,0.0
19985,Males,Georgia,60-64 yrs,2006.0,0,182450,0.0,14,7.67
19986,Females,Georgia,60-64 yrs,2006.0,0,201186,0.0,0,0.0
19987,,Georgia,60-64 yrs,2006.0,10,383636,2.61,S,0.0
19988,Males,Georgia,65-69 yrs,2006.0,0,134913,0.0,0,0.0
19989,Females,Georgia,65-69 yrs,2006.0,0,154561,0.0,0,0.0
19990,,Georgia,65-69 yrs,2006.0,0,289474,0.0,0,0.0
19991,Males,Georgia,70-74 yrs,2006.0,0,97965,0.0,0,0.0
19992,Females,Georgia,70-74 yrs,2006.0,0,124248,0.0,0,0.0
19993,,Georgia,70-74 yrs,2006.0,0,222213,0.0,12,5.4
19994,Males,Georgia,75-79 yrs,2006.0,0,70244,0.0,0,0.0
19995,Females,Georgia,75-79 yrs,2006.0,0,100865,0.0,0,0.0
19996,,Georgia,75-79 yrs,2006.0,0,171109,0.0,0,0.0
19997,Males,Georgia,80-84 yrs,2006.0,0,43539,0.0,0,0.0
19998,Females,Georgia,80-84 yrs,2006.0,0,78330,0.0,0,0.0
19999,,Georgia,80-84 yrs,2006.0,0,121869,0.0,0,0.0
20000,Males,Georgia,85+ yrs,2006.0,0,28243,0.0,0,0.0
20001,Females,Georgia,85+ yrs,2006.0,0,72865,0.0,0,0.0
20002,,Georgia,85+ yrs,2006.0,0,101108,0.0,0,0.0
20003,Males,Hawaii,00-04 yrs,2006.0,0,43498,0.0,0,0.0
20004,Females,Hawaii,00-04 yrs,2006.0,0,40878,0.0,0,0.0
20005,,Hawaii,00-04 yrs,2006.0,0,84376,0.0,0,0.0
20006,Males,Hawaii,05-09 yrs,2006.0,0,39085,0.0,0,0.0
20007,Females,Hawaii,05-09 yrs,2006.0,0,37105,0.0,0,0.0
20008,,Hawaii,05-09 yrs,2006.0,0,76190,0.0,0,0.0
20009,Males,Hawaii,10-14 yrs,2006.0,0,44133,0.0,0,0.0
20010,Females,Hawaii,10-14 yrs,2006.0,0,41579,0.0,0,0.0
20011,,Hawaii,10-14 yrs,2006.0,0,85712,0.0,0,0.0
20012,Males,Hawaii,15-19 yrs,2006.0,0,44944,0.0,0,0.0
20013,Females,Hawaii,15-19 yrs,2006.0,0,41542,0.0,0,0.0
20014,,Hawaii,15-19 yrs,2006.0,0,86486,0.0,0,0.0
20015,Males,Hawaii,20-24 yrs,2006.0,0,54298,0.0,0,0.0
20016,Females,Hawaii,20-24 yrs,2006.0,0,43740,0.0,0,0.0
20017,,Hawaii,20-24 yrs,2006.0,0,98038,0.0,0,0.0
20018,Males,Hawaii,25-29 yrs,2006.0,0,48421,0.0,0,0.0
20019,Females,Hawaii,25-29 yrs,2006.0,0,44717,0.0,0,0.0
20020,,Hawaii,25-29 yrs,2006.0,0,93138,0.0,0,0.0
20021,Males,Hawaii,30-34 yrs,2006.0,0,42642,0.0,0,0.0
20022,Females,Hawaii,30-34 yrs,2006.0,0,40275,0.0,0,0.0
20023,,Hawaii,30-34 yrs,2006.0,0,82917,0.0,0,0.0
20024,Males,Hawaii,35-39 yrs,2006.0,0,45009,0.0,0,0.0
20025,Females,Hawaii,35-39 yrs,2006.0,0,43852,0.0,0,0.0
20026,,Hawaii,35-39 yrs,2006.0,0,88861,0.0,0,0.0
20027,Males,Hawaii,40-44 yrs,2006.0,0,46656,0.0,0,0.0
20028,Females,Hawaii,40-44 yrs,2006.0,0,46739,0.0,0,0.0
20029,,Hawaii,40-44 yrs,2006.0,0,93395,0.0,0,0.0
20030,Males,Hawaii,45-49 yrs,2006.0,0,48217,0.0,0,0.0
20031,Females,Hawaii,45-49 yrs,2006.0,0,48453,0.0,0,0.0
20032,,Hawaii,45-49 yrs,2006.0,0,96670,0.0,0,0.0
20033,Males,Hawaii,50-54 yrs,2006.0,0,47712,0.0,0,0.0
20034,Females,Hawaii,50-54 yrs,2006.0,0,47496,0.0,0,0.0
20035,,Hawaii,50-54 yrs,2006.0,0,95208,0.0,0,0.0
20036,Males,Hawaii,55-59 yrs,2006.0,0,43463,0.0,0,0.0
20037,Females,Hawaii,55-59 yrs,2006.0,0,43562,0.0,0,0.0
20038,,Hawaii,55-59 yrs,2006.0,0,87025,0.0,0,0.0
20039,Males,Hawaii,60-64 yrs,2006.0,0,32018,0.0,0,0.0
20040,Females,Hawaii,60-64 yrs,2006.0,0,32890,0.0,0,0.0
20041,,Hawaii,60-64 yrs,2006.0,0,64908,0.0,0,0.0
20042,Males,Hawaii,65-69 yrs,2006.0,0,22726,0.0,0,0.0
20043,Females,Hawaii,65-69 yrs,2006.0,0,24981,0.0,0,0.0
20044,,Hawaii,65-69 yrs,2006.0,0,47707,0.0,0,0.0
20045,Males,Hawaii,70-74 yrs,2006.0,0,17691,0.0,0,0.0
20046,Females,Hawaii,70-74 yrs,2006.0,0,21782,0.0,0,0.0
20047,,Hawaii,70-74 yrs,2006.0,0,39473,0.0,0,0.0
20048,Males,Hawaii,75-79 yrs,2006.0,0,15545,0.0,0,0.0
20049,Females,Hawaii,75-79 yrs,2006.0,0,21027,0.0,0,0.0
20050,,Hawaii,75-79 yrs,2006.0,0,36572,0.0,0,0.0
20051,Males,Hawaii,80-84 yrs,2006.0,0,12143,0.0,0,0.0
20052,Females,Hawaii,80-84 yrs,2006.0,0,16770,0.0,0,0.0
20053,,Hawaii,80-84 yrs,2006.0,0,28913,0.0,0,0.0
20054,Males,Hawaii,85+ yrs,2006.0,0,9179,0.0,0,0.0
20055,Females,Hawaii,85+ yrs,2006.0,0,14963,0.0,0,0.0
20056,,Hawaii,85+ yrs,2006.0,0,24142,0.0,0,0.0
20057,Males,Idaho,00-04 yrs,2006.0,0,58601,0.0,0,0.0
20058,Females,Idaho,00-04 yrs,2006.0,0,56098,0.0,0,0.0
20059,,Idaho,00-04 yrs,2006.0,0,114699,0.0,0,0.0
20060,Males,Idaho,05-09 yrs,2006.0,0,56468,0.0,0,0.0
20061,Females,Idaho,05-09 yrs,2006.0,0,53396,0.0,0,0.0
20062,,Idaho,05-09 yrs,2006.0,0,109864,0.0,0,0.0
20063,Males,Idaho,10-14 yrs,2006.0,0,57294,0.0,0,0.0
20064,Females,Idaho,10-14 yrs,2006.0,0,53652,0.0,0,0.0
20065,,Idaho,10-14 yrs,2006.0,0,110946,0.0,0,0.0
20066,Males,Idaho,15-19 yrs,2006.0,0,57797,0.0,0,0.0
20067,Females,Idaho,15-19 yrs,2006.0,0,56123,0.0,0,0.0
20068,,Idaho,15-19 yrs,2006.0,0,113920,0.0,0,0.0
20069,Males,Idaho,20-24 yrs,2006.0,0,56373,0.0,0,0.0
20070,Females,Idaho,20-24 yrs,2006.0,0,52795,0.0,0,0.0
20071,,Idaho,20-24 yrs,2006.0,0,109168,0.0,0,0.0
20072,Males,Idaho,25-29 yrs,2006.0,0,50911,0.0,0,0.0
20073,Females,Idaho,25-29 yrs,2006.0,0,48738,0.0,0,0.0
20074,,Idaho,25-29 yrs,2006.0,0,99649,0.0,0,0.0
20075,Males,Idaho,30-34 yrs,2006.0,0,47202,0.0,0,0.0
20076,Females,Idaho,30-34 yrs,2006.0,0,44428,0.0,0,0.0
20077,,Idaho,30-34 yrs,2006.0,0,91630,0.0,0,0.0
20078,Males,Idaho,35-39 yrs,2006.0,0,47694,0.0,0,0.0
20079,Females,Idaho,35-39 yrs,2006.0,0,46130,0.0,0,0.0
20080,,Idaho,35-39 yrs,2006.0,0,93824,0.0,0,0.0
20081,Males,Idaho,40-44 yrs,2006.0,0,49262,0.0,0,0.0
20082,Females,Idaho,40-44 yrs,2006.0,0,48902,0.0,0,0.0
20083,,Idaho,40-44 yrs,2006.0,0,98164,0.0,0,0.0
20084,Males,Idaho,45-49 yrs,2006.0,0,51707,0.0,0,0.0
20085,Females,Idaho,45-49 yrs,2006.0,0,52244,0.0,0,0.0
20086,,Idaho,45-49 yrs,2006.0,0,103951,0.0,0,0.0
20087,Males,Idaho,50-54 yrs,2006.0,0,49156,0.0,0,0.0
20088,Females,Idaho,50-54 yrs,2006.0,0,49735,0.0,0,0.0
20089,,Idaho,50-54 yrs,2006.0,0,98891,0.0,0,0.0
20090,Males,Idaho,55-59 yrs,2006.0,0,43755,0.0,0,0.0
20091,Females,Idaho,55-59 yrs,2006.0,0,43597,0.0,0,0.0
20092,,Idaho,55-59 yrs,2006.0,0,87352,0.0,0,0.0
20093,Males,Idaho,60-64 yrs,2006.0,0,32734,0.0,0,0.0
20094,Females,Idaho,60-64 yrs,2006.0,0,33131,0.0,0,0.0
20095,,Idaho,60-64 yrs,2006.0,0,65865,0.0,0,0.0
20096,Males,Idaho,65-69 yrs,2006.0,0,25701,0.0,0,0.0
20097,Females,Idaho,65-69 yrs,2006.0,0,25822,0.0,0,0.0
20098,,Idaho,65-69 yrs,2006.0,0,51523,0.0,0,0.0
20099,Males,Idaho,70-74 yrs,2006.0,0,19163,0.0,0,0.0
20100,Females,Idaho,70-74 yrs,2006.0,0,20792,0.0,0,0.0
20101,,Idaho,70-74 yrs,2006.0,0,39955,0.0,0,0.0
20102,Males,Idaho,75-79 yrs,2006.0,0,14776,0.0,0,0.0
20103,Females,Idaho,75-79 yrs,2006.0,0,17661,0.0,0,0.0
20104,,Idaho,75-79 yrs,2006.0,0,32437,0.0,0,0.0
20105,Males,Idaho,80-84 yrs,2006.0,0,10156,0.0,0,0.0
20106,Females,Idaho,80-84 yrs,2006.0,0,14574,0.0,0,0.0
20107,,Idaho,80-84 yrs,2006.0,0,24730,0.0,0,0.0
20108,Males,Idaho,85+ yrs,2006.0,0,7815,0.0,0,0.0
20109,Females,Idaho,85+ yrs,2006.0,0,14286,0.0,0,0.0
20110,,Idaho,85+ yrs,2006.0,0,22101,0.0,0,0.0
20111,Males,Illinois,00-04 yrs,2006.0,0,436340,0.0,19,4.35
20112,Females,Illinois,00-04 yrs,2006.0,0,417442,0.0,11,2.64
20113,,Illinois,00-04 yrs,2006.0,0,853782,0.0,30,3.51
20114,Males,Illinois,05-09 yrs,2006.0,0,432746,0.0,0,0.0
20115,Females,Illinois,05-09 yrs,2006.0,0,415234,0.0,0,0.0
20116,,Illinois,05-09 yrs,2006.0,0,847980,0.0,0,0.0
20117,Males,Illinois,10-14 yrs,2006.0,0,467938,0.0,0,0.0
20118,Females,Illinois,10-14 yrs,2006.0,0,445733,0.0,0,0.0
20119,,Illinois,10-14 yrs,2006.0,0,913671,0.0,13,1.42
20120,Males,Illinois,15-19 yrs,2006.0,113,475323,23.77,120,25.25
20121,Females,Illinois,15-19 yrs,2006.0,0,446264,0.0,13,2.91
20122,,Illinois,15-19 yrs,2006.0,S,921587,0.0,133,14.43
20123,Males,Illinois,20-24 yrs,2006.0,136,452086,30.08,149,32.96
20124,Females,Illinois,20-24 yrs,2006.0,12,430846,2.79,22,5.11
20125,,Illinois,20-24 yrs,2006.0,148,882932,16.76,171,19.37
20126,Males,Illinois,25-29 yrs,2006.0,132,445687,29.62,145,32.53
20127,Females,Illinois,25-29 yrs,2006.0,0,439604,0.0,15,3.41
20128,,Illinois,25-29 yrs,2006.0,S,885291,0.0,160,18.07
20129,Males,Illinois,30-34 yrs,2006.0,75,429108,17.48,90,20.97
20130,Females,Illinois,30-34 yrs,2006.0,0,423430,0.0,17,4.01
20131,,Illinois,30-34 yrs,2006.0,S,852538,0.0,107,12.55
20132,Males,Illinois,35-39 yrs,2006.0,34,448168,7.59,46,10.26
20133,Females,Illinois,35-39 yrs,2006.0,0,448206,0.0,0,0.0
20134,,Illinois,35-39 yrs,2006.0,S,896374,0.0,S,0.0
20135,Males,Illinois,40-44 yrs,2006.0,28,465428,6.02,42,9.02
20136,Females,Illinois,40-44 yrs,2006.0,0,472789,0.0,11,2.33
20137,,Illinois,40-44 yrs,2006.0,S,938217,0.0,53,5.65
20138,Males,Illinois,45-49 yrs,2006.0,21,475339,4.42,32,6.73
20139,Females,Illinois,45-49 yrs,2006.0,0,488810,0.0,0,0.0
20140,,Illinois,45-49 yrs,2006.0,S,964149,0.0,S,0.0
20141,Males,Illinois,50-54 yrs,2006.0,0,422184,0.0,20,4.74
20142,Females,Illinois,50-54 yrs,2006.0,0,440730,0.0,13,2.95
20143,,Illinois,50-54 yrs,2006.0,15,862914,1.74,33,3.82
20144,Males,Illinois,55-59 yrs,2006.0,10,366500,2.73,20,5.46
20145,Females,Illinois,55-59 yrs,2006.0,0,390226,0.0,0,0.0
20146,,Illinois,55-59 yrs,2006.0,S,756726,0.0,S,0.0
20147,Males,Illinois,60-64 yrs,2006.0,0,259204,0.0,0,0.0
20148,Females,Illinois,60-64 yrs,2006.0,0,285237,0.0,0,0.0
20149,,Illinois,60-64 yrs,2006.0,0,544441,0.0,0,0.0
20150,Males,Illinois,65-69 yrs,2006.0,0,195347,0.0,0,0.0
20151,Females,Illinois,65-69 yrs,2006.0,0,227276,0.0,0,0.0
20152,,Illinois,65-69 yrs,2006.0,0,422623,0.0,14,3.31
20153,Males,Illinois,70-74 yrs,2006.0,0,152414,0.0,0,0.0
20154,Females,Illinois,70-74 yrs,2006.0,0,191363,0.0,0,0.0
20155,,Illinois,70-74 yrs,2006.0,0,343777,0.0,0,0.0
20156,Males,Illinois,75-79 yrs,2006.0,0,127262,0.0,0,0.0
20157,Females,Illinois,75-79 yrs,2006.0,0,178467,0.0,0,0.0
20158,,Illinois,75-79 yrs,2006.0,0,305729,0.0,0,0.0
20159,Males,Illinois,80-84 yrs,2006.0,0,89680,0.0,0,0.0
20160,Females,Illinois,80-84 yrs,2006.0,0,147972,0.0,0,0.0
20161,,Illinois,80-84 yrs,2006.0,0,237652,0.0,0,0.0
20162,Males,Illinois,85+ yrs,2006.0,0,63179,0.0,0,0.0
20163,Females,Illinois,85+ yrs,2006.0,0,150393,0.0,0,0.0
20164,,Illinois,85+ yrs,2006.0,0,213572,0.0,0,0.0
20165,Males,Indiana,00-04 yrs,2006.0,0,220080,0.0,0,0.0
20166,Females,Indiana,00-04 yrs,2006.0,0,209857,0.0,0,0.0
20167,,Indiana,00-04 yrs,2006.0,0,429937,0.0,14,3.26
20168,Males,Indiana,05-09 yrs,2006.0,0,223055,0.0,0,0.0
20169,Females,Indiana,05-09 yrs,2006.0,0,214064,0.0,0,0.0
20170,,Indiana,05-09 yrs,2006.0,0,437119,0.0,0,0.0
20171,Males,Indiana,10-14 yrs,2006.0,0,233490,0.0,0,0.0
20172,Females,Indiana,10-14 yrs,2006.0,0,220653,0.0,0,0.0
20173,,Indiana,10-14 yrs,2006.0,0,454143,0.0,0,0.0
20174,Males,Indiana,15-19 yrs,2006.0,37,240969,15.35,40,16.6
20175,Females,Indiana,15-19 yrs,2006.0,0,228677,0.0,0,0.0
20176,,Indiana,15-19 yrs,2006.0,S,469646,0.0,S,0.0
20177,Males,Indiana,20-24 yrs,2006.0,50,229594,21.78,53,23.08
20178,Females,Indiana,20-24 yrs,2006.0,0,221392,0.0,0,0.0
20179,,Indiana,20-24 yrs,2006.0,S,450986,0.0,S,0.0
20180,Males,Indiana,25-29 yrs,2006.0,40,207000,19.32,50,24.15
20181,Females,Indiana,25-29 yrs,2006.0,0,205971,0.0,12,5.83
20182,,Indiana,25-29 yrs,2006.0,S,412971,0.0,62,15.01
20183,Males,Indiana,30-34 yrs,2006.0,26,201267,12.92,29,14.41
20184,Females,Indiana,30-34 yrs,2006.0,0,198022,0.0,0,0.0
20185,,Indiana,30-34 yrs,2006.0,S,399289,0.0,S,0.0
20186,Males,Indiana,35-39 yrs,2006.0,17,215781,7.88,18,8.34
20187,Females,Indiana,35-39 yrs,2006.0,0,213808,0.0,0,0.0
20188,,Indiana,35-39 yrs,2006.0,S,429589,0.0,S,0.0
20189,Males,Indiana,40-44 yrs,2006.0,21,230945,9.09,26,11.26
20190,Females,Indiana,40-44 yrs,2006.0,0,232741,0.0,11,4.73
20191,,Indiana,40-44 yrs,2006.0,S,463686,0.0,37,7.98
20192,Males,Indiana,45-49 yrs,2006.0,13,239343,5.43,18,7.52
20193,Females,Indiana,45-49 yrs,2006.0,0,243477,0.0,0,0.0
20194,,Indiana,45-49 yrs,2006.0,S,482820,0.0,S,0.0
20195,Males,Indiana,50-54 yrs,2006.0,12,218459,5.49,19,8.7
20196,Females,Indiana,50-54 yrs,2006.0,0,222360,0.0,0,0.0
20197,,Indiana,50-54 yrs,2006.0,S,440819,0.0,S,0.0
20198,Males,Indiana,55-59 yrs,2006.0,0,190171,0.0,0,0.0
20199,Females,Indiana,55-59 yrs,2006.0,0,200368,0.0,0,0.0
20200,,Indiana,55-59 yrs,2006.0,0,390539,0.0,18,4.61
20201,Males,Indiana,60-64 yrs,2006.0,0,136546,0.0,0,0.0
20202,Females,Indiana,60-64 yrs,2006.0,0,147142,0.0,0,0.0
20203,,Indiana,60-64 yrs,2006.0,0,283688,0.0,0,0.0
20204,Males,Indiana,65-69 yrs,2006.0,0,104984,0.0,0,0.0
20205,Females,Indiana,65-69 yrs,2006.0,0,118889,0.0,0,0.0
20206,,Indiana,65-69 yrs,2006.0,0,223873,0.0,0,0.0
20207,Males,Indiana,70-74 yrs,2006.0,0,80836,0.0,0,0.0
20208,Females,Indiana,70-74 yrs,2006.0,0,100235,0.0,0,0.0
20209,,Indiana,70-74 yrs,2006.0,0,181071,0.0,0,0.0
20210,Males,Indiana,75-79 yrs,2006.0,0,66273,0.0,0,0.0
20211,Females,Indiana,75-79 yrs,2006.0,0,92427,0.0,0,0.0
20212,,Indiana,75-79 yrs,2006.0,0,158700,0.0,0,0.0
20213,Males,Indiana,80-84 yrs,2006.0,0,45317,0.0,0,0.0
20214,Females,Indiana,80-84 yrs,2006.0,0,75156,0.0,0,0.0
20215,,Indiana,80-84 yrs,2006.0,0,120473,0.0,0,0.0
20216,Males,Indiana,85+ yrs,2006.0,0,30356,0.0,0,0.0
20217,Females,Indiana,85+ yrs,2006.0,0,72964,0.0,0,0.0
20218,,Indiana,85+ yrs,2006.0,0,103320,0.0,0,0.0
20219,Males,Iowa,00-04 yrs,2006.0,0,98624,0.0,0,0.0
20220,Females,Iowa,00-04 yrs,2006.0,0,94687,0.0,0,0.0
20221,,Iowa,00-04 yrs,2006.0,0,193311,0.0,0,0.0
20222,Males,Iowa,05-09 yrs,2006.0,0,99270,0.0,0,0.0
20223,Females,Iowa,05-09 yrs,2006.0,0,94545,0.0,0,0.0
20224,,Iowa,05-09 yrs,2006.0,0,193815,0.0,0,0.0
20225,Males,Iowa,10-14 yrs,2006.0,0,104902,0.0,0,0.0
20226,Females,Iowa,10-14 yrs,2006.0,0,99614,0.0,0,0.0
20227,,Iowa,10-14 yrs,2006.0,0,204516,0.0,0,0.0
20228,Males,Iowa,15-19 yrs,2006.0,0,113187,0.0,0,0.0
20229,Females,Iowa,15-19 yrs,2006.0,0,107353,0.0,0,0.0
20230,,Iowa,15-19 yrs,2006.0,0,220540,0.0,12,5.44
20231,Males,Iowa,20-24 yrs,2006.0,0,113931,0.0,0,0.0
20232,Females,Iowa,20-24 yrs,2006.0,0,107909,0.0,0,0.0
20233,,Iowa,20-24 yrs,2006.0,0,221840,0.0,14,6.31
20234,Males,Iowa,25-29 yrs,2006.0,0,90452,0.0,0,0.0
20235,Females,Iowa,25-29 yrs,2006.0,0,86562,0.0,0,0.0
20236,,Iowa,25-29 yrs,2006.0,0,177014,0.0,0,0.0
20237,Males,Iowa,30-34 yrs,2006.0,0,88929,0.0,0,0.0
20238,Females,Iowa,30-34 yrs,2006.0,0,86078,0.0,0,0.0
20239,,Iowa,30-34 yrs,2006.0,0,175007,0.0,0,0.0
20240,Males,Iowa,35-39 yrs,2006.0,0,94422,0.0,0,0.0
20241,Females,Iowa,35-39 yrs,2006.0,0,92204,0.0,0,0.0
20242,,Iowa,35-39 yrs,2006.0,0,186626,0.0,0,0.0
20243,Males,Iowa,40-44 yrs,2006.0,0,104748,0.0,0,0.0
20244,Females,Iowa,40-44 yrs,2006.0,0,104441,0.0,0,0.0
20245,,Iowa,40-44 yrs,2006.0,0,209189,0.0,0,0.0
20246,Males,Iowa,45-49 yrs,2006.0,0,112856,0.0,0,0.0
20247,Females,Iowa,45-49 yrs,2006.0,0,112931,0.0,0,0.0
20248,,Iowa,45-49 yrs,2006.0,0,225787,0.0,0,0.0
20249,Males,Iowa,50-54 yrs,2006.0,0,107412,0.0,0,0.0
20250,Females,Iowa,50-54 yrs,2006.0,0,106027,0.0,0,0.0
20251,,Iowa,50-54 yrs,2006.0,0,213439,0.0,0,0.0
20252,Males,Iowa,55-59 yrs,2006.0,0,93451,0.0,0,0.0
20253,Females,Iowa,55-59 yrs,2006.0,0,93779,0.0,0,0.0
20254,,Iowa,55-59 yrs,2006.0,0,187230,0.0,0,0.0
20255,Males,Iowa,60-64 yrs,2006.0,0,66252,0.0,0,0.0
20256,Females,Iowa,60-64 yrs,2006.0,0,69543,0.0,0,0.0
20257,,Iowa,60-64 yrs,2006.0,0,135795,0.0,0,0.0
20258,Males,Iowa,65-69 yrs,2006.0,0,53159,0.0,0,0.0
20259,Females,Iowa,65-69 yrs,2006.0,0,58995,0.0,0,0.0
20260,,Iowa,65-69 yrs,2006.0,0,112154,0.0,0,0.0
20261,Males,Iowa,70-74 yrs,2006.0,0,43586,0.0,0,0.0
20262,Females,Iowa,70-74 yrs,2006.0,0,52909,0.0,0,0.0
20263,,Iowa,70-74 yrs,2006.0,0,96495,0.0,0,0.0
20264,Males,Iowa,75-79 yrs,2006.0,0,37667,0.0,0,0.0
20265,Females,Iowa,75-79 yrs,2006.0,0,50281,0.0,0,0.0
20266,,Iowa,75-79 yrs,2006.0,0,87948,0.0,0,0.0
20267,Males,Iowa,80-84 yrs,2006.0,0,27700,0.0,0,0.0
20268,Females,Iowa,80-84 yrs,2006.0,0,43553,0.0,0,0.0
20269,,Iowa,80-84 yrs,2006.0,0,71253,0.0,0,0.0
20270,Males,Iowa,85+ yrs,2006.0,0,20972,0.0,0,0.0
20271,Females,Iowa,85+ yrs,2006.0,0,49713,0.0,0,0.0
20272,,Iowa,85+ yrs,2006.0,0,70685,0.0,0,0.0
20273,Males,Kansas,00-04 yrs,2006.0,0,98459,0.0,0,0.0
20274,Females,Kansas,00-04 yrs,2006.0,0,94748,0.0,0,0.0
20275,,Kansas,00-04 yrs,2006.0,0,193207,0.0,0,0.0
20276,Males,Kansas,05-09 yrs,2006.0,0,98288,0.0,0,0.0
20277,Females,Kansas,05-09 yrs,2006.0,0,93045,0.0,0,0.0
20278,,Kansas,05-09 yrs,2006.0,0,191333,0.0,0,0.0
20279,Males,Kansas,10-14 yrs,2006.0,0,101402,0.0,0,0.0
20280,Females,Kansas,10-14 yrs,2006.0,0,95496,0.0,0,0.0
20281,,Kansas,10-14 yrs,2006.0,0,196898,0.0,0,0.0
20282,Males,Kansas,15-19 yrs,2006.0,0,107310,0.0,0,0.0
20283,Females,Kansas,15-19 yrs,2006.0,0,100353,0.0,0,0.0
20284,,Kansas,15-19 yrs,2006.0,0,207663,0.0,11,5.3
20285,Males,Kansas,20-24 yrs,2006.0,19,110091,17.26,22,19.98
20286,Females,Kansas,20-24 yrs,2006.0,0,102516,0.0,0,0.0
20287,,Kansas,20-24 yrs,2006.0,S,212607,0.0,S,0.0
20288,Males,Kansas,25-29 yrs,2006.0,14,87740,15.96,17,19.38
20289,Females,Kansas,25-29 yrs,2006.0,0,84961,0.0,0,0.0
