,Sex,State,Age Group,Year,Population,Deaths SF,Crude Rate SF,Deaths SI,Crude Rate SI,Deaths HF,Crude Rate HF,Deaths HI,Crude Rate HI
10664,Males,South Dakota,20-24 yrs,2004,30825,0,0.0,0,0.0,0,0.0,0,0.0
10665,Females,South Dakota,20-24 yrs,2004,28623,0,0.0,0,0.0,0,0.0,0,0.0
10666,Males,South Dakota,25-29 yrs,2004,23492,0,0.0,11,46.82,0,0.0,0,0.0
10667,Females,South Dakota,25-29 yrs,2004,22016,0,0.0,0,0.0,0,0.0,0,0.0
10668,Males,South Dakota,30-34 yrs,2004,22852,0,0.0,11,48.14,0,0.0,0,0.0
10669,Females,South Dakota,30-34 yrs,2004,22110,0,0.0,0,0.0,0,0.0,0,0.0
10670,Males,South Dakota,35-39 yrs,2004,23888,0,0.0,0,0.0,0,0.0,0,0.0
10671,Females,South Dakota,35-39 yrs,2004,23163,0,0.0,0,0.0,0,0.0,0,0.0
10672,Males,South Dakota,40-44 yrs,2004,28966,0,0.0,10,34.52,0,0.0,0,0.0
10673,Females,South Dakota,40-44 yrs,2004,28763,0,0.0,0,0.0,0,0.0,0,0.0
10674,Males,South Dakota,45-49 yrs,2004,29242,0,0.0,0,0.0,0,0.0,0,0.0
10675,Females,South Dakota,45-49 yrs,2004,28600,0,0.0,0,0.0,0,0.0,0,0.0
10676,Males,South Dakota,50-54 yrs,2004,26717,0,0.0,0,0.0,0,0.0,0,0.0
10677,Females,South Dakota,50-54 yrs,2004,25808,0,0.0,0,0.0,0,0.0,0,0.0
10678,Males,South Dakota,55-59 yrs,2004,21232,0,0.0,0,0.0,0,0.0,0,0.0
10679,Females,South Dakota,55-59 yrs,2004,20470,0,0.0,0,0.0,0,0.0,0,0.0
10680,Males,South Dakota,60-64 yrs,2004,16158,0,0.0,0,0.0,0,0.0,0,0.0
10681,Females,South Dakota,60-64 yrs,2004,16588,0,0.0,0,0.0,0,0.0,0,0.0
10682,Males,South Dakota,65-69 yrs,2004,12934,0,0.0,0,0.0,0,0.0,0,0.0
10683,Females,South Dakota,65-69 yrs,2004,14018,0,0.0,0,0.0,0,0.0,0,0.0
10684,Males,South Dakota,70-74 yrs,2004,11131,0,0.0,0,0.0,0,0.0,0,0.0
10685,Females,South Dakota,70-74 yrs,2004,13619,0,0.0,0,0.0,0,0.0,0,0.0
10686,Males,South Dakota,75-79 yrs,2004,9891,0,0.0,0,0.0,0,0.0,0,0.0
10687,Females,South Dakota,75-79 yrs,2004,12439,0,0.0,0,0.0,0,0.0,0,0.0
10688,Males,South Dakota,80-84 yrs,2004,7152,0,0.0,0,0.0,0,0.0,0,0.0
10689,Females,South Dakota,80-84 yrs,2004,10445,0,0.0,0,0.0,0,0.0,0,0.0
10690,Males,South Dakota,85+ yrs,2004,5211,0,0.0,0,0.0,0,0.0,0,0.0
10691,Females,South Dakota,85+ yrs,2004,11914,0,0.0,0,0.0,0,0.0,0,0.0
10692,Males,Tennessee,00-04 yrs,2004,198020,0,0.0,0,0.0,0,0.0,11,5.55
10693,Females,Tennessee,00-04 yrs,2004,190486,0,0.0,0,0.0,0,0.0,0,0.0
10694,Males,Tennessee,05-09 yrs,2004,198098,0,0.0,0,0.0,0,0.0,0,0.0
10695,Females,Tennessee,05-09 yrs,2004,188015,0,0.0,0,0.0,0,0.0,0,0.0
10696,Males,Tennessee,10-14 yrs,2004,213575,0,0.0,0,0.0,0,0.0,0,0.0
10697,Females,Tennessee,10-14 yrs,2004,201724,0,0.0,0,0.0,0,0.0,0,0.0
10698,Males,Tennessee,15-19 yrs,2004,207023,21,10.14,32,15.46,21,10.14,28,13.53
10699,Females,Tennessee,15-19 yrs,2004,197422,0,0.0,10,5.07,0,0.0,10,5.07
10700,Males,Tennessee,20-24 yrs,2004,209098,28,13.39,47,22.48,48,22.96,56,26.78
10701,Females,Tennessee,20-24 yrs,2004,205454,0,0.0,11,5.35,0,0.0,0,0.0
10702,Males,Tennessee,25-29 yrs,2004,193625,41,21.17,61,31.5,42,21.69,48,24.79
10703,Females,Tennessee,25-29 yrs,2004,195625,0,0.0,0,0.0,0,0.0,13,6.65
10704,Males,Tennessee,30-34 yrs,2004,205829,30,14.58,50,24.29,40,19.43,47,22.83
10705,Females,Tennessee,30-34 yrs,2004,204939,0,0.0,12,5.86,0,0.0,0,0.0
10706,Males,Tennessee,35-39 yrs,2004,207942,38,18.27,55,26.45,20,9.62,22,10.58
10707,Females,Tennessee,35-39 yrs,2004,210806,0,0.0,19,9.01,0,0.0,12,5.69
10708,Males,Tennessee,40-44 yrs,2004,223836,41,18.32,65,29.04,18,8.04,29,12.96
10709,Females,Tennessee,40-44 yrs,2004,233362,11,4.71,21,9.0,0,0.0,13,5.57
10710,Males,Tennessee,45-49 yrs,2004,217163,41,18.88,70,32.23,23,10.59,35,16.12
10711,Females,Tennessee,45-49 yrs,2004,228610,17,7.44,31,13.56,0,0.0,0,0.0
10712,Males,Tennessee,50-54 yrs,2004,197041,38,19.29,51,25.88,10,5.08,13,6.6
10713,Females,Tennessee,50-54 yrs,2004,208243,11,5.28,19,9.12,0,0.0,0,0.0
10714,Males,Tennessee,55-59 yrs,2004,174188,34,19.52,51,29.28,0,0.0,13,7.46
10715,Females,Tennessee,55-59 yrs,2004,183723,0,0.0,15,8.16,0,0.0,0,0.0
10716,Males,Tennessee,60-64 yrs,2004,133997,29,21.64,35,26.12,0,0.0,0,0.0
10717,Females,Tennessee,60-64 yrs,2004,146280,0,0.0,10,6.84,0,0.0,0,0.0
10718,Males,Tennessee,65-69 yrs,2004,103496,20,19.32,22,21.26,0,0.0,0,0.0
10719,Females,Tennessee,65-69 yrs,2004,118872,0,0.0,0,0.0,0,0.0,0,0.0
10720,Males,Tennessee,70-74 yrs,2004,79478,24,30.2,27,33.97,0,0.0,0,0.0
10721,Females,Tennessee,70-74 yrs,2004,100507,0,0.0,0,0.0,0,0.0,0,0.0
10722,Males,Tennessee,75-79 yrs,2004,59884,28,46.76,30,50.1,0,0.0,0,0.0
10723,Females,Tennessee,75-79 yrs,2004,86392,0,0.0,0,0.0,0,0.0,0,0.0
10724,Males,Tennessee,80-84 yrs,2004,37408,14,37.43,15,40.1,0,0.0,0,0.0
10725,Females,Tennessee,80-84 yrs,2004,67180,0,0.0,0,0.0,0,0.0,0,0.0
10726,Males,Tennessee,85+ yrs,2004,23177,11,47.46,13,56.09,0,0.0,0,0.0
10727,Females,Tennessee,85+ yrs,2004,60291,0,0.0,0,0.0,0,0.0,0,0.0
10728,Males,Texas,00-04 yrs,2004,917049,0,0.0,0,0.0,0,0.0,33,3.6
10729,Females,Texas,00-04 yrs,2004,877995,0,0.0,0,0.0,0,0.0,30,3.42
10730,Males,Texas,05-09 yrs,2004,837001,0,0.0,0,0.0,0,0.0,10,1.19
10731,Females,Texas,05-09 yrs,2004,800862,0,0.0,0,0.0,0,0.0,0,0.0
10732,Males,Texas,10-14 yrs,2004,891635,0,0.0,13,1.46,0,0.0,13,1.46
10733,Females,Texas,10-14 yrs,2004,854297,0,0.0,0,0.0,0,0.0,0,0.0
10734,Males,Texas,15-19 yrs,2004,887634,65,7.32,109,12.28,104,11.72,122,13.74
10735,Females,Texas,15-19 yrs,2004,827325,0,0.0,26,3.14,19,2.3,29,3.51
10736,Males,Texas,20-24 yrs,2004,895229,95,10.61,174,19.44,135,15.08,174,19.44
10737,Females,Texas,20-24 yrs,2004,839827,0,0.0,26,3.1,18,2.14,33,3.93
10738,Males,Texas,25-29 yrs,2004,812073,81,9.97,168,20.69,160,19.7,188,23.15
10739,Females,Texas,25-29 yrs,2004,790265,14,1.77,31,3.92,15,1.9,33,4.18
10740,Males,Texas,30-34 yrs,2004,835692,77,9.21,157,18.79,112,13.4,153,18.31
10741,Females,Texas,30-34 yrs,2004,825093,25,3.03,43,5.21,21,2.55,29,3.51
10742,Males,Texas,35-39 yrs,2004,805739,64,7.94,149,18.49,76,9.43,109,13.53
10743,Females,Texas,35-39 yrs,2004,798736,11,1.38,36,4.51,12,1.5,28,3.51
10744,Males,Texas,40-44 yrs,2004,859456,107,12.45,192,22.34,69,8.03,105,12.22
10745,Females,Texas,40-44 yrs,2004,862041,30,3.48,80,9.28,14,1.62,34,3.94
10746,Males,Texas,45-49 yrs,2004,801275,112,13.98,195,24.34,42,5.24,69,8.61
10747,Females,Texas,45-49 yrs,2004,808455,28,3.46,71,8.78,14,1.73,29,3.59
10748,Males,Texas,50-54 yrs,2004,677517,84,12.4,137,20.22,28,4.13,58,8.56
10749,Females,Texas,50-54 yrs,2004,702599,16,2.28,47,6.69,0,0.0,14,1.99
10750,Males,Texas,55-59 yrs,2004,553723,86,15.53,119,21.49,16,2.89,31,5.6
10751,Females,Texas,55-59 yrs,2004,581677,24,4.13,47,8.08,0,0.0,13,2.23
10752,Males,Texas,60-64 yrs,2004,404637,58,14.33,82,20.27,10,2.47,25,6.18
10753,Females,Texas,60-64 yrs,2004,437006,15,3.43,26,5.95,0,0.0,11,2.52
10754,Males,Texas,65-69 yrs,2004,308739,62,20.08,74,23.97,0,0.0,0,0.0
10755,Females,Texas,65-69 yrs,2004,351475,12,3.41,16,4.55,0,0.0,0,0.0
10756,Males,Texas,70-74 yrs,2004,246446,49,19.88,57,23.13,0,0.0,0,0.0
10757,Females,Texas,70-74 yrs,2004,300645,11,3.66,17,5.65,0,0.0,0,0.0
10758,Males,Texas,75-79 yrs,2004,186451,71,38.08,78,41.83,0,0.0,0,0.0
10759,Females,Texas,75-79 yrs,2004,256047,0,0.0,14,5.47,0,0.0,0,0.0
10760,Males,Texas,80-84 yrs,2004,121053,52,42.96,59,48.74,0,0.0,0,0.0
10761,Females,Texas,80-84 yrs,2004,192253,0,0.0,0,0.0,0,0.0,0,0.0
10762,Males,Texas,85+ yrs,2004,74272,33,44.43,39,52.51,0,0.0,0,0.0
10763,Females,Texas,85+ yrs,2004,171804,0,0.0,0,0.0,0,0.0,0,0.0
10764,Males,Utah,00-04 yrs,2004,117675,0,0.0,0,0.0,0,0.0,0,0.0
10765,Females,Utah,00-04 yrs,2004,112743,0,0.0,0,0.0,0,0.0,0,0.0
10766,Males,Utah,05-09 yrs,2004,104944,0,0.0,0,0.0,0,0.0,0,0.0
10767,Females,Utah,05-09 yrs,2004,98753,0,0.0,0,0.0,0,0.0,0,0.0
10768,Males,Utah,10-14 yrs,2004,101627,0,0.0,0,0.0,0,0.0,0,0.0
10769,Females,Utah,10-14 yrs,2004,95530,0,0.0,0,0.0,0,0.0,0,0.0
10770,Males,Utah,15-19 yrs,2004,104268,0,0.0,19,18.22,0,0.0,0,0.0
10771,Females,Utah,15-19 yrs,2004,103674,0,0.0,0,0.0,0,0.0,0,0.0
10772,Males,Utah,20-24 yrs,2004,122300,20,16.35,32,26.17,0,0.0,0,0.0
10773,Females,Utah,20-24 yrs,2004,119184,0,0.0,0,0.0,0,0.0,0,0.0
10774,Males,Utah,25-29 yrs,2004,99196,19,19.15,33,33.27,0,0.0,0,0.0
10775,Females,Utah,25-29 yrs,2004,96309,0,0.0,0,0.0,0,0.0,0,0.0
10776,Males,Utah,30-34 yrs,2004,89651,16,17.85,39,43.5,0,0.0,0,0.0
10777,Females,Utah,30-34 yrs,2004,82628,0,0.0,0,0.0,0,0.0,0,0.0
10778,Males,Utah,35-39 yrs,2004,73583,11,14.95,22,29.9,0,0.0,0,0.0
10779,Females,Utah,35-39 yrs,2004,70378,0,0.0,0,0.0,0,0.0,0,0.0
10780,Males,Utah,40-44 yrs,2004,76454,11,14.39,35,45.78,0,0.0,0,0.0
10781,Females,Utah,40-44 yrs,2004,75607,0,0.0,0,0.0,0,0.0,0,0.0
10782,Males,Utah,45-49 yrs,2004,73283,17,23.2,37,50.49,0,0.0,0,0.0
10783,Females,Utah,45-49 yrs,2004,73182,0,0.0,0,0.0,0,0.0,0,0.0
10784,Males,Utah,50-54 yrs,2004,63159,16,25.33,24,38.0,0,0.0,0,0.0
10785,Females,Utah,50-54 yrs,2004,64018,0,0.0,0,0.0,0,0.0,0,0.0
10786,Males,Utah,55-59 yrs,2004,49800,12,24.1,16,32.13,0,0.0,0,0.0
10787,Females,Utah,55-59 yrs,2004,50688,0,0.0,0,0.0,0,0.0,0,0.0
10788,Males,Utah,60-64 yrs,2004,37335,0,0.0,14,37.5,0,0.0,0,0.0
10789,Females,Utah,60-64 yrs,2004,39755,0,0.0,0,0.0,0,0.0,0,0.0
10790,Males,Utah,65-69 yrs,2004,28647,0,0.0,0,0.0,0,0.0,0,0.0
10791,Females,Utah,65-69 yrs,2004,31370,0,0.0,0,0.0,0,0.0,0,0.0
10792,Males,Utah,70-74 yrs,2004,23225,0,0.0,0,0.0,0,0.0,0,0.0
10793,Females,Utah,70-74 yrs,2004,26590,0,0.0,0,0.0,0,0.0,0,0.0
10794,Males,Utah,75-79 yrs,2004,18680,0,0.0,11,58.89,0,0.0,0,0.0
10795,Females,Utah,75-79 yrs,2004,22762,0,0.0,0,0.0,0,0.0,0,0.0
10796,Males,Utah,80-84 yrs,2004,12637,0,0.0,0,0.0,0,0.0,0,0.0
10797,Females,Utah,80-84 yrs,2004,17817,0,0.0,0,0.0,0,0.0,0,0.0
10798,Males,Utah,85+ yrs,2004,8367,0,0.0,0,0.0,0,0.0,0,0.0
10799,Females,Utah,85+ yrs,2004,15761,0,0.0,0,0.0,0,0.0,0,0.0
10800,Males,Vermont,00-04 yrs,2004,17088,0,0.0,0,0.0,0,0.0,0,0.0
10801,Females,Vermont,00-04 yrs,2004,15956,0,0.0,0,0.0,0,0.0,0,0.0
10802,Males,Vermont,05-09 yrs,2004,18591,0,0.0,0,0.0,0,0.0,0,0.0
10803,Females,Vermont,05-09 yrs,2004,17757,0,0.0,0,0.0,0,0.0,0,0.0
10804,Males,Vermont,10-14 yrs,2004,22552,0,0.0,0,0.0,0,0.0,0,0.0
10805,Females,Vermont,10-14 yrs,2004,21329,0,0.0,0,0.0,0,0.0,0,0.0
10806,Males,Vermont,15-19 yrs,2004,25209,0,0.0,0,0.0,0,0.0,0,0.0
10807,Females,Vermont,15-19 yrs,2004,23732,0,0.0,0,0.0,0,0.0,0,0.0
10808,Males,Vermont,20-24 yrs,2004,21986,0,0.0,0,0.0,0,0.0,0,0.0
10809,Females,Vermont,20-24 yrs,2004,20787,0,0.0,0,0.0,0,0.0,0,0.0
10810,Males,Vermont,25-29 yrs,2004,15614,0,0.0,0,0.0,0,0.0,0,0.0
10811,Females,Vermont,25-29 yrs,2004,15378,0,0.0,0,0.0,0,0.0,0,0.0
10812,Males,Vermont,30-34 yrs,2004,18542,0,0.0,0,0.0,0,0.0,0,0.0
10813,Females,Vermont,30-34 yrs,2004,19002,0,0.0,0,0.0,0,0.0,0,0.0
10814,Males,Vermont,35-39 yrs,2004,20660,0,0.0,0,0.0,0,0.0,0,0.0
10815,Females,Vermont,35-39 yrs,2004,21636,0,0.0,0,0.0,0,0.0,0,0.0
10816,Males,Vermont,40-44 yrs,2004,25039,0,0.0,10,39.94,0,0.0,0,0.0
10817,Females,Vermont,40-44 yrs,2004,26061,0,0.0,0,0.0,0,0.0,0,0.0
10818,Males,Vermont,45-49 yrs,2004,25797,0,0.0,0,0.0,0,0.0,0,0.0
10819,Females,Vermont,45-49 yrs,2004,26749,0,0.0,0,0.0,0,0.0,0,0.0
10820,Males,Vermont,50-54 yrs,2004,23916,0,0.0,0,0.0,0,0.0,0,0.0
10821,Females,Vermont,50-54 yrs,2004,24836,0,0.0,0,0.0,0,0.0,0,0.0
10822,Males,Vermont,55-59 yrs,2004,20543,0,0.0,0,0.0,0,0.0,0,0.0
10823,Females,Vermont,55-59 yrs,2004,20687,0,0.0,0,0.0,0,0.0,0,0.0
10824,Males,Vermont,60-64 yrs,2004,15031,0,0.0,0,0.0,0,0.0,0,0.0
10825,Females,Vermont,60-64 yrs,2004,15183,0,0.0,0,0.0,0,0.0,0,0.0
10826,Males,Vermont,65-69 yrs,2004,10815,0,0.0,0,0.0,0,0.0,0,0.0
10827,Females,Vermont,65-69 yrs,2004,11534,0,0.0,0,0.0,0,0.0,0,0.0
10828,Males,Vermont,70-74 yrs,2004,8649,0,0.0,0,0.0,0,0.0,0,0.0
10829,Females,Vermont,70-74 yrs,2004,10143,0,0.0,0,0.0,0,0.0,0,0.0
10830,Males,Vermont,75-79 yrs,2004,7017,0,0.0,0,0.0,0,0.0,0,0.0
10831,Females,Vermont,75-79 yrs,2004,9246,0,0.0,0,0.0,0,0.0,0,0.0
10832,Males,Vermont,80-84 yrs,2004,4616,0,0.0,0,0.0,0,0.0,0,0.0
10833,Females,Vermont,80-84 yrs,2004,7490,0,0.0,0,0.0,0,0.0,0,0.0
10834,Males,Vermont,85+ yrs,2004,3175,0,0.0,0,0.0,0,0.0,0,0.0
10835,Females,Vermont,85+ yrs,2004,7574,0,0.0,0,0.0,0,0.0,0,0.0
10836,Males,Virginia,00-04 yrs,2004,251672,0,0.0,0,0.0,0,0.0,0,0.0
10837,Females,Virginia,00-04 yrs,2004,241789,0,0.0,0,0.0,0,0.0,0,0.0
10838,Males,Virginia,05-09 yrs,2004,242708,0,0.0,0,0.0,0,0.0,0,0.0
10839,Females,Virginia,05-09 yrs,2004,232921,0,0.0,0,0.0,0,0.0,0,0.0
10840,Males,Virginia,10-14 yrs,2004,267934,0,0.0,0,0.0,0,0.0,0,0.0
10841,Females,Virginia,10-14 yrs,2004,255923,0,0.0,0,0.0,0,0.0,0,0.0
10842,Males,Virginia,15-19 yrs,2004,268943,17,6.32,33,12.27,32,11.9,33,12.27
10843,Females,Virginia,15-19 yrs,2004,256431,0,0.0,0,0.0,0,0.0,10,3.9
10844,Males,Virginia,20-24 yrs,2004,277397,35,12.62,51,18.39,62,22.35,74,26.68
10845,Females,Virginia,20-24 yrs,2004,260010,0,0.0,0,0.0,0,0.0,10,3.85
10846,Males,Virginia,25-29 yrs,2004,242953,20,8.23,42,17.29,38,15.64,45,18.52
10847,Females,Virginia,25-29 yrs,2004,242262,0,0.0,0,0.0,0,0.0,13,5.37
10848,Males,Virginia,30-34 yrs,2004,264937,21,7.93,49,18.49,32,12.08,40,15.1
10849,Females,Virginia,30-34 yrs,2004,266155,0,0.0,18,6.76,0,0.0,11,4.13
10850,Males,Virginia,35-39 yrs,2004,277360,39,14.06,63,22.71,13,4.69,15,5.41
10851,Females,Virginia,35-39 yrs,2004,285397,0,0.0,20,7.01,0,0.0,10,3.5
10852,Males,Virginia,40-44 yrs,2004,299717,38,12.68,70,23.36,21,7.01,25,8.34
10853,Females,Virginia,40-44 yrs,2004,313244,15,4.79,33,10.53,0,0.0,18,5.75
10854,Males,Virginia,45-49 yrs,2004,286801,49,17.09,71,24.76,11,3.84,17,5.93
10855,Females,Virginia,45-49 yrs,2004,299265,0,0.0,17,5.68,0,0.0,0,0.0
10856,Males,Virginia,50-54 yrs,2004,250225,38,15.19,60,23.98,12,4.8,19,7.59
10857,Females,Virginia,50-54 yrs,2004,265703,11,4.14,28,10.54,0,0.0,0,0.0
10858,Males,Virginia,55-59 yrs,2004,218379,30,13.74,51,23.35,0,0.0,0,0.0
10859,Females,Virginia,55-59 yrs,2004,230910,0,0.0,11,4.76,0,0.0,0,0.0
10860,Males,Virginia,60-64 yrs,2004,160013,26,16.25,32,20.0,0,0.0,0,0.0
10861,Females,Virginia,60-64 yrs,2004,173015,0,0.0,10,5.78,0,0.0,0,0.0
10862,Males,Virginia,65-69 yrs,2004,117660,28,23.8,35,29.75,0,0.0,0,0.0
10863,Females,Virginia,65-69 yrs,2004,132496,0,0.0,0,0.0,0,0.0,0,0.0
10864,Males,Virginia,70-74 yrs,2004,91647,17,18.55,21,22.91,0,0.0,0,0.0
10865,Females,Virginia,70-74 yrs,2004,112609,0,0.0,0,0.0,0,0.0,0,0.0
10866,Males,Virginia,75-79 yrs,2004,69824,28,40.1,33,47.26,0,0.0,0,0.0
10867,Females,Virginia,75-79 yrs,2004,99857,0,0.0,0,0.0,0,0.0,0,0.0
10868,Males,Virginia,80-84 yrs,2004,45400,18,39.65,21,46.26,0,0.0,0,0.0
10869,Females,Virginia,80-84 yrs,2004,77623,0,0.0,0,0.0,0,0.0,0,0.0
10870,Males,Virginia,85+ yrs,2004,27695,18,64.99,20,72.22,0,0.0,0,0.0
10871,Females,Virginia,85+ yrs,2004,68700,0,0.0,0,0.0,0,0.0,0,0.0
10872,Males,Washington,00-04 yrs,2004,205417,0,0.0,0,0.0,0,0.0,10,4.87
10873,Females,Washington,00-04 yrs,2004,196466,0,0.0,0,0.0,0,0.0,10,5.09
10874,Males,Washington,05-09 yrs,2004,206993,0,0.0,0,0.0,0,0.0,0,0.0
10875,Females,Washington,05-09 yrs,2004,197447,0,0.0,0,0.0,0,0.0,0,0.0
10876,Males,Washington,10-14 yrs,2004,229691,0,0.0,0,0.0,0,0.0,0,0.0
10877,Females,Washington,10-14 yrs,2004,216786,0,0.0,0,0.0,0,0.0,0,0.0
10878,Males,Washington,15-19 yrs,2004,228095,21,9.21,35,15.34,14,6.14,17,7.45
10879,Females,Washington,15-19 yrs,2004,214735,0,0.0,11,5.12,0,0.0,0,0.0
10880,Males,Washington,20-24 yrs,2004,226435,23,10.16,46,20.31,25,11.04,31,13.69
10881,Females,Washington,20-24 yrs,2004,216403,0,0.0,14,6.47,0,0.0,0,0.0
10882,Males,Washington,25-29 yrs,2004,203954,23,11.28,43,21.08,13,6.37,21,10.3
10883,Females,Washington,25-29 yrs,2004,201080,0,0.0,10,4.97,0,0.0,0,0.0
10884,Males,Washington,30-34 yrs,2004,219129,0,0.0,38,17.34,13,5.93,17,7.76
10885,Females,Washington,30-34 yrs,2004,211298,0,0.0,19,8.99,0,0.0,0,0.0
10886,Males,Washington,35-39 yrs,2004,224625,41,18.25,78,34.72,11,4.9,14,6.23
10887,Females,Washington,35-39 yrs,2004,219488,0,0.0,16,7.29,0,0.0,0,0.0
10888,Males,Washington,40-44 yrs,2004,246314,27,10.96,71,28.82,10,4.06,18,7.31
10889,Females,Washington,40-44 yrs,2004,245975,10,4.07,28,11.38,0,0.0,0,0.0
10890,Males,Washington,45-49 yrs,2004,243512,31,12.73,61,25.05,0,0.0,14,5.75
10891,Females,Washington,45-49 yrs,2004,245043,11,4.49,27,11.02,0,0.0,0,0.0
10892,Males,Washington,50-54 yrs,2004,219181,32,14.6,70,31.94,0,0.0,0,0.0
10893,Females,Washington,50-54 yrs,2004,224604,0,0.0,24,10.69,0,0.0,0,0.0
10894,Males,Washington,55-59 yrs,2004,182766,29,15.87,43,23.53,0,0.0,0,0.0
10895,Females,Washington,55-59 yrs,2004,187671,0,0.0,17,9.06,0,0.0,0,0.0
10896,Males,Washington,60-64 yrs,2004,131966,16,12.12,26,19.7,0,0.0,0,0.0
10897,Females,Washington,60-64 yrs,2004,134564,0,0.0,10,7.43,0,0.0,0,0.0
10898,Males,Washington,65-69 yrs,2004,94455,18,19.06,23,24.35,0,0.0,0,0.0
10899,Females,Washington,65-69 yrs,2004,101071,0,0.0,0,0.0,0,0.0,0,0.0
10900,Males,Washington,70-74 yrs,2004,74150,18,24.28,22,29.67,0,0.0,0,0.0
10901,Females,Washington,70-74 yrs,2004,85435,0,0.0,0,0.0,0,0.0,0,0.0
10902,Males,Washington,75-79 yrs,2004,59926,27,45.06,33,55.07,0,0.0,0,0.0
10903,Females,Washington,75-79 yrs,2004,79430,0,0.0,0,0.0,0,0.0,0,0.0
10904,Males,Washington,80-84 yrs,2004,43706,22,50.34,27,61.78,0,0.0,0,0.0
10905,Females,Washington,80-84 yrs,2004,66655,0,0.0,0,0.0,0,0.0,0,0.0
10906,Males,Washington,85+ yrs,2004,30515,17,55.71,22,72.1,0,0.0,0,0.0
10907,Females,Washington,85+ yrs,2004,63664,0,0.0,0,0.0,0,0.0,0,0.0
10908,Males,West Virginia,00-04 yrs,2004,53019,0,0.0,0,0.0,0,0.0,0,0.0
10909,Females,West Virginia,00-04 yrs,2004,50557,0,0.0,0,0.0,0,0.0,0,0.0
10910,Males,West Virginia,05-09 yrs,2004,53103,0,0.0,0,0.0,0,0.0,0,0.0
10911,Females,West Virginia,05-09 yrs,2004,50438,0,0.0,0,0.0,0,0.0,0,0.0
10912,Males,West Virginia,10-14 yrs,2004,59091,0,0.0,0,0.0,0,0.0,0,0.0
10913,Females,West Virginia,10-14 yrs,2004,56012,0,0.0,0,0.0,0,0.0,0,0.0
10914,Males,West Virginia,15-19 yrs,2004,61710,0,0.0,0,0.0,0,0.0,0,0.0
10915,Females,West Virginia,15-19 yrs,2004,57625,0,0.0,0,0.0,0,0.0,0,0.0
10916,Males,West Virginia,20-24 yrs,2004,62740,17,27.1,25,39.85,0,0.0,0,0.0
10917,Females,West Virginia,20-24 yrs,2004,61228,0,0.0,0,0.0,0,0.0,0,0.0
10918,Males,West Virginia,25-29 yrs,2004,54209,10,18.45,19,35.05,0,0.0,0,0.0
10919,Females,West Virginia,25-29 yrs,2004,52732,0,0.0,0,0.0,0,0.0,0,0.0
10920,Males,West Virginia,30-34 yrs,2004,57504,13,22.61,19,33.04,0,0.0,0,0.0
10921,Females,West Virginia,30-34 yrs,2004,57411,0,0.0,0,0.0,0,0.0,0,0.0
10922,Males,West Virginia,35-39 yrs,2004,58965,21,35.61,27,45.79,0,0.0,0,0.0
10923,Females,West Virginia,35-39 yrs,2004,58849,0,0.0,0,0.0,0,0.0,0,0.0
10924,Males,West Virginia,40-44 yrs,2004,65381,20,30.59,28,42.83,0,0.0,0,0.0
10925,Females,West Virginia,40-44 yrs,2004,67326,0,0.0,0,0.0,0,0.0,0,0.0
10926,Males,West Virginia,45-49 yrs,2004,70383,14,19.89,18,25.57,0,0.0,0,0.0
10927,Females,West Virginia,45-49 yrs,2004,72453,0,0.0,0,0.0,0,0.0,0,0.0
10928,Males,West Virginia,50-54 yrs,2004,69314,11,15.87,20,28.85,0,0.0,0,0.0
10929,Females,West Virginia,50-54 yrs,2004,69969,0,0.0,0,0.0,0,0.0,0,0.0
10930,Males,West Virginia,55-59 yrs,2004,60522,11,18.18,18,29.74,0,0.0,0,0.0
10931,Females,West Virginia,55-59 yrs,2004,61254,0,0.0,0,0.0,0,0.0,0,0.0
10932,Males,West Virginia,60-64 yrs,2004,46243,11,23.79,13,28.11,0,0.0,0,0.0
10933,Females,West Virginia,60-64 yrs,2004,48459,0,0.0,0,0.0,0,0.0,0,0.0
10934,Males,West Virginia,65-69 yrs,2004,38133,0,0.0,0,0.0,0,0.0,0,0.0
10935,Females,West Virginia,65-69 yrs,2004,42748,0,0.0,0,0.0,0,0.0,0,0.0
10936,Males,West Virginia,70-74 yrs,2004,29765,0,0.0,0,0.0,0,0.0,0,0.0
10937,Females,West Virginia,70-74 yrs,2004,37502,0,0.0,0,0.0,0,0.0,0,0.0
10938,Males,West Virginia,75-79 yrs,2004,24795,11,44.36,11,44.36,0,0.0,0,0.0
10939,Females,West Virginia,75-79 yrs,2004,34220,0,0.0,0,0.0,0,0.0,0,0.0
10940,Males,West Virginia,80-84 yrs,2004,15405,10,64.91,10,64.91,0,0.0,0,0.0
10941,Females,West Virginia,80-84 yrs,2004,25680,0,0.0,0,0.0,0,0.0,0,0.0
10942,Males,West Virginia,85+ yrs,2004,9129,0,0.0,0,0.0,0,0.0,0,0.0
10943,Females,West Virginia,85+ yrs,2004,22564,0,0.0,0,0.0,0,0.0,0,0.0
10944,Males,Wisconsin,00-04 yrs,2004,178218,0,0.0,0,0.0,0,0.0,0,0.0
10945,Females,Wisconsin,00-04 yrs,2004,170884,0,0.0,0,0.0,0,0.0,0,0.0
10946,Males,Wisconsin,05-09 yrs,2004,183016,0,0.0,0,0.0,0,0.0,0,0.0
10947,Females,Wisconsin,05-09 yrs,2004,175107,0,0.0,0,0.0,0,0.0,0,0.0
