,Sex,State,Age Group,Year,Population,Deaths SF,Crude Rate SF,Deaths SI,Crude Rate SI,Deaths HF,Crude Rate HF,Deaths HI,Crude Rate HI
1828,Males,Wyoming,65-69 yrs,1999,7932,0,0.0,0,0.0,0,0.0,0,0.0
1829,Females,Wyoming,65-69 yrs,1999,8532,0,0.0,0,0.0,0,0.0,0,0.0
1830,Males,Wyoming,70-74 yrs,1999,6935,0,0.0,0,0.0,0,0.0,0,0.0
1831,Females,Wyoming,70-74 yrs,1999,7705,0,0.0,0,0.0,0,0.0,0,0.0
1832,Males,Wyoming,75-79 yrs,1999,5081,0,0.0,0,0.0,0,0.0,0,0.0
1833,Females,Wyoming,75-79 yrs,1999,6452,0,0.0,0,0.0,0,0.0,0,0.0
1834,Males,Wyoming,80-84 yrs,1999,2986,0,0.0,0,0.0,0,0.0,0,0.0
1835,Females,Wyoming,80-84 yrs,1999,4663,0,0.0,0,0.0,0,0.0,0,0.0
1836,Males,Wyoming,85+ yrs,1999,1948,0,0.0,0,0.0,0,0.0,0,0.0
1837,Females,Wyoming,85+ yrs,1999,4600,0,0.0,0,0.0,0,0.0,0,0.0
1838,Males,Alabama,00-04 yrs,2000,150699,0,0.0,0,0.0,0,0.0,11,7.3
1839,Females,Alabama,00-04 yrs,2000,144637,0,0.0,0,0.0,0,0.0,0,0.0
1840,Males,Alabama,05-09 yrs,2000,160738,0,0.0,0,0.0,0,0.0,0,0.0
1841,Females,Alabama,05-09 yrs,2000,152538,0,0.0,0,0.0,0,0.0,0,0.0
1842,Males,Alabama,10-14 yrs,2000,165054,0,0.0,0,0.0,0,0.0,0,0.0
1843,Females,Alabama,10-14 yrs,2000,156099,0,0.0,0,0.0,0,0.0,0,0.0
1844,Males,Alabama,15-19 yrs,2000,164862,14,8.49,23,13.95,24,14.56,32,19.41
1845,Females,Alabama,15-19 yrs,2000,160220,0,0.0,0,0.0,0,0.0,0,0.0
1846,Males,Alabama,20-24 yrs,2000,152984,27,17.65,40,26.15,56,36.61,64,41.83
1847,Females,Alabama,20-24 yrs,2000,156191,0,0.0,0,0.0,11,7.04,16,10.24
1848,Males,Alabama,25-29 yrs,2000,148311,29,19.55,38,25.62,40,26.97,47,31.69
1849,Females,Alabama,25-29 yrs,2000,150772,0,0.0,10,6.63,0,0.0,11,7.3
1850,Males,Alabama,30-34 yrs,2000,148445,25,16.84,40,26.95,25,16.84,33,22.23
1851,Females,Alabama,30-34 yrs,2000,152897,0,0.0,10,6.54,0,0.0,12,7.85
1852,Males,Alabama,35-39 yrs,2000,165778,41,24.73,55,33.18,30,18.1,40,24.13
1853,Females,Alabama,35-39 yrs,2000,172884,0,0.0,14,8.1,0,0.0,13,7.52
1854,Males,Alabama,40-44 yrs,2000,168581,33,19.58,51,30.25,18,10.68,32,18.98
1855,Females,Alabama,40-44 yrs,2000,177198,11,6.21,21,11.85,0,0.0,16,9.03
1856,Males,Alabama,45-49 yrs,2000,153844,28,18.2,39,25.35,16,10.4,21,13.65
1857,Females,Alabama,45-49 yrs,2000,162873,0,0.0,0,0.0,0,0.0,0,0.0
1858,Males,Alabama,50-54 yrs,2000,139998,30,21.43,36,25.71,14,10.0,24,17.14
1859,Females,Alabama,50-54 yrs,2000,147771,0,0.0,0,0.0,0,0.0,0,0.0
1860,Males,Alabama,55-59 yrs,2000,108325,23,21.23,28,25.85,0,0.0,0,0.0
1861,Females,Alabama,55-59 yrs,2000,118253,0,0.0,0,0.0,0,0.0,0,0.0
1862,Males,Alabama,60-64 yrs,2000,89225,26,29.14,29,32.5,0,0.0,0,0.0
1863,Females,Alabama,60-64 yrs,2000,101454,0,0.0,0,0.0,0,0.0,0,0.0
1864,Males,Alabama,65-69 yrs,2000,76305,11,14.42,12,15.73,0,0.0,0,0.0
1865,Females,Alabama,65-69 yrs,2000,91393,0,0.0,0,0.0,0,0.0,0,0.0
1866,Males,Alabama,70-74 yrs,2000,63628,25,39.29,27,42.43,0,0.0,0,0.0
1867,Females,Alabama,70-74 yrs,2000,85001,0,0.0,0,0.0,0,0.0,0,0.0
1868,Males,Alabama,75-79 yrs,2000,46470,21,45.19,23,49.49,0,0.0,0,0.0
1869,Females,Alabama,75-79 yrs,2000,71982,0,0.0,0,0.0,0,0.0,0,0.0
1870,Males,Alabama,80-84 yrs,2000,27466,11,40.05,12,43.69,0,0.0,0,0.0
1871,Females,Alabama,80-84 yrs,2000,50788,0,0.0,0,0.0,0,0.0,0,0.0
1872,Males,Alabama,85+ yrs,2000,18259,13,71.2,14,76.67,0,0.0,0,0.0
1873,Females,Alabama,85+ yrs,2000,49764,0,0.0,0,0.0,0,0.0,0,0.0
1874,Males,Alaska,00-04 yrs,2000,24358,0,0.0,0,0.0,0,0.0,0,0.0
1875,Females,Alaska,00-04 yrs,2000,23143,0,0.0,0,0.0,0,0.0,0,0.0
1876,Males,Alaska,05-09 yrs,2000,27324,0,0.0,0,0.0,0,0.0,0,0.0
1877,Females,Alaska,05-09 yrs,2000,26064,0,0.0,0,0.0,0,0.0,0,0.0
1878,Males,Alaska,10-14 yrs,2000,29093,0,0.0,0,0.0,0,0.0,0,0.0
1879,Females,Alaska,10-14 yrs,2000,27617,0,0.0,0,0.0,0,0.0,0,0.0
1880,Males,Alaska,15-19 yrs,2000,26413,13,49.22,19,71.93,0,0.0,0,0.0
1881,Females,Alaska,15-19 yrs,2000,23746,0,0.0,0,0.0,0,0.0,0,0.0
1882,Males,Alaska,20-24 yrs,2000,21452,14,65.26,18,83.91,0,0.0,0,0.0
1883,Females,Alaska,20-24 yrs,2000,18828,0,0.0,0,0.0,0,0.0,0,0.0
1884,Males,Alaska,25-29 yrs,2000,22021,0,0.0,10,45.41,0,0.0,0,0.0
1885,Females,Alaska,25-29 yrs,2000,20659,0,0.0,0,0.0,0,0.0,0,0.0
1886,Males,Alaska,30-34 yrs,2000,24059,0,0.0,0,0.0,0,0.0,0,0.0
1887,Females,Alaska,30-34 yrs,2000,22300,0,0.0,0,0.0,0,0.0,0,0.0
1888,Males,Alaska,35-39 yrs,2000,28477,0,0.0,10,35.12,0,0.0,0,0.0
1889,Females,Alaska,35-39 yrs,2000,27033,0,0.0,0,0.0,0,0.0,0,0.0
1890,Males,Alaska,40-44 yrs,2000,29837,15,50.27,19,63.68,0,0.0,0,0.0
1891,Females,Alaska,40-44 yrs,2000,28562,0,0.0,0,0.0,0,0.0,0,0.0
1892,Males,Alaska,45-49 yrs,2000,28041,0,0.0,0,0.0,0,0.0,0,0.0
1893,Females,Alaska,45-49 yrs,2000,25647,0,0.0,0,0.0,0,0.0,0,0.0
1894,Males,Alaska,50-54 yrs,2000,22475,0,0.0,0,0.0,0,0.0,0,0.0
1895,Females,Alaska,50-54 yrs,2000,19266,0,0.0,0,0.0,0,0.0,0,0.0
1896,Males,Alaska,55-59 yrs,2000,14754,0,0.0,0,0.0,0,0.0,0,0.0
1897,Females,Alaska,55-59 yrs,2000,12772,0,0.0,0,0.0,0,0.0,0,0.0
1898,Males,Alaska,60-64 yrs,2000,9242,0,0.0,0,0.0,0,0.0,0,0.0
1899,Females,Alaska,60-64 yrs,2000,8145,0,0.0,0,0.0,0,0.0,0,0.0
1900,Males,Alaska,65-69 yrs,2000,6423,0,0.0,0,0.0,0,0.0,0,0.0
1901,Females,Alaska,65-69 yrs,2000,6309,0,0.0,0,0.0,0,0.0,0,0.0
1902,Males,Alaska,70-74 yrs,2000,4913,0,0.0,0,0.0,0,0.0,0,0.0
1903,Females,Alaska,70-74 yrs,2000,5063,0,0.0,0,0.0,0,0.0,0,0.0
1904,Males,Alaska,75-79 yrs,2000,3104,0,0.0,0,0.0,0,0.0,0,0.0
1905,Females,Alaska,75-79 yrs,2000,3837,0,0.0,0,0.0,0,0.0,0,0.0
1906,Males,Alaska,80-84 yrs,2000,1554,0,0.0,0,0.0,0,0.0,0,0.0
1907,Females,Alaska,80-84 yrs,2000,2212,0,0.0,0,0.0,0,0.0,0,0.0
1908,Males,Alaska,85+ yrs,2000,923,0,0.0,0,0.0,0,0.0,0,0.0
1909,Females,Alaska,85+ yrs,2000,1762,0,0.0,0,0.0,0,0.0,0,0.0
1910,Males,Arizona,00-04 yrs,2000,196881,0,0.0,0,0.0,0,0.0,0,0.0
1911,Females,Arizona,00-04 yrs,2000,187961,0,0.0,0,0.0,0,0.0,0,0.0
1912,Males,Arizona,05-09 yrs,2000,199916,0,0.0,0,0.0,0,0.0,0,0.0
1913,Females,Arizona,05-09 yrs,2000,190795,0,0.0,0,0.0,0,0.0,0,0.0
1914,Males,Arizona,10-14 yrs,2000,195903,0,0.0,0,0.0,0,0.0,0,0.0
1915,Females,Arizona,10-14 yrs,2000,185969,0,0.0,0,0.0,0,0.0,0,0.0
1916,Males,Arizona,15-19 yrs,2000,191426,27,14.1,39,20.37,35,18.28,44,22.99
1917,Females,Arizona,15-19 yrs,2000,178050,0,0.0,0,0.0,0,0.0,10,5.62
1918,Males,Arizona,20-24 yrs,2000,193544,58,29.97,76,39.27,44,22.73,50,25.83
1919,Females,Arizona,20-24 yrs,2000,173662,0,0.0,0,0.0,0,0.0,11,6.33
1920,Males,Arizona,25-29 yrs,2000,195696,27,13.8,42,21.46,40,20.44,48,24.53
1921,Females,Arizona,25-29 yrs,2000,178811,0,0.0,12,6.71,0,0.0,0,0.0
1922,Males,Arizona,30-34 yrs,2000,192891,24,12.44,49,25.4,35,18.14,50,25.92
1923,Females,Arizona,30-34 yrs,2000,177917,0,0.0,15,8.43,0,0.0,11,6.18
1924,Males,Arizona,35-39 yrs,2000,200288,28,13.98,51,25.46,20,9.99,32,15.98
1925,Females,Arizona,35-39 yrs,2000,193389,0,0.0,19,9.82,0,0.0,0,0.0
1926,Males,Arizona,40-44 yrs,2000,190594,41,21.51,70,36.73,20,10.49,27,14.17
1927,Females,Arizona,40-44 yrs,2000,188630,0,0.0,24,12.72,0,0.0,0,0.0
1928,Males,Arizona,45-49 yrs,2000,165283,38,22.99,57,34.49,0,0.0,14,8.47
1929,Females,Arizona,45-49 yrs,2000,170200,0,0.0,14,8.23,0,0.0,10,5.88
1930,Males,Arizona,50-54 yrs,2000,146438,33,22.54,48,32.78,0,0.0,12,8.19
1931,Females,Arizona,50-54 yrs,2000,153896,0,0.0,22,14.3,0,0.0,0,0.0
1932,Males,Arizona,55-59 yrs,2000,114754,27,23.53,34,29.63,0,0.0,13,11.33
1933,Females,Arizona,55-59 yrs,2000,126529,0,0.0,0,0.0,0,0.0,0,0.0
1934,Males,Arizona,60-64 yrs,2000,97824,13,13.29,20,20.44,0,0.0,0,0.0
1935,Females,Arizona,60-64 yrs,2000,107677,0,0.0,0,0.0,0,0.0,0,0.0
1936,Males,Arizona,65-69 yrs,2000,90449,23,25.43,30,33.17,0,0.0,0,0.0
1937,Females,Arizona,65-69 yrs,2000,98890,0,0.0,0,0.0,0,0.0,0,0.0
1938,Males,Arizona,70-74 yrs,2000,81789,31,37.9,31,37.9,0,0.0,0,0.0
1939,Females,Arizona,70-74 yrs,2000,93621,0,0.0,0,0.0,0,0.0,0,0.0
1940,Males,Arizona,75-79 yrs,2000,63867,23,36.01,27,42.28,0,0.0,0,0.0
1941,Females,Arizona,75-79 yrs,2000,81235,0,0.0,0,0.0,0,0.0,0,0.0
1942,Males,Arizona,80-84 yrs,2000,38699,21,54.26,25,64.6,0,0.0,0,0.0
1943,Females,Arizona,80-84 yrs,2000,53735,0,0.0,0,0.0,0,0.0,0,0.0
1944,Males,Arizona,85+ yrs,2000,23493,21,89.39,24,102.16,0,0.0,0,0.0
1945,Females,Arizona,85+ yrs,2000,46108,0,0.0,0,0.0,0,0.0,0,0.0
1946,Males,Arkansas,00-04 yrs,2000,92566,0,0.0,0,0.0,0,0.0,0,0.0
1947,Females,Arkansas,00-04 yrs,2000,88884,0,0.0,0,0.0,0,0.0,0,0.0
1948,Males,Arkansas,05-09 yrs,2000,95451,0,0.0,0,0.0,0,0.0,0,0.0
1949,Females,Arkansas,05-09 yrs,2000,90809,0,0.0,0,0.0,0,0.0,0,0.0
1950,Males,Arkansas,10-14 yrs,2000,99623,0,0.0,0,0.0,0,0.0,0,0.0
1951,Females,Arkansas,10-14 yrs,2000,93989,0,0.0,0,0.0,0,0.0,0,0.0
1952,Males,Arkansas,15-19 yrs,2000,102455,0,0.0,12,11.71,15,14.64,18,17.57
1953,Females,Arkansas,15-19 yrs,2000,96805,0,0.0,0,0.0,0,0.0,0,0.0
1954,Males,Arkansas,20-24 yrs,2000,92448,22,23.8,30,32.45,22,23.8,27,29.21
1955,Females,Arkansas,20-24 yrs,2000,90538,0,0.0,0,0.0,0,0.0,0,0.0
1956,Males,Arkansas,25-29 yrs,2000,88530,26,29.37,34,38.41,17,19.2,22,24.85
1957,Females,Arkansas,25-29 yrs,2000,87054,0,0.0,0,0.0,0,0.0,0,0.0
1958,Males,Arkansas,30-34 yrs,2000,88254,13,14.73,25,28.33,16,18.13,19,21.53
1959,Females,Arkansas,30-34 yrs,2000,87909,0,0.0,0,0.0,0,0.0,0,0.0
1960,Males,Arkansas,35-39 yrs,2000,98945,11,11.12,20,20.21,0,0.0,12,12.13
1961,Females,Arkansas,35-39 yrs,2000,100678,0,0.0,11,10.93,0,0.0,0,0.0
1962,Males,Arkansas,40-44 yrs,2000,98099,21,21.41,29,29.56,0,0.0,11,11.21
1963,Females,Arkansas,40-44 yrs,2000,100220,0,0.0,12,11.97,0,0.0,0,0.0
1964,Males,Arkansas,45-49 yrs,2000,89622,11,12.27,19,21.2,0,0.0,0,0.0
1965,Females,Arkansas,45-49 yrs,2000,93387,0,0.0,0,0.0,0,0.0,0,0.0
1966,Males,Arkansas,50-54 yrs,2000,83015,10,12.05,14,16.86,0,0.0,0,0.0
1967,Females,Arkansas,50-54 yrs,2000,86345,0,0.0,0,0.0,0,0.0,0,0.0
1968,Males,Arkansas,55-59 yrs,2000,67424,0,0.0,13,19.28,0,0.0,0,0.0
1969,Females,Arkansas,55-59 yrs,2000,72834,0,0.0,0,0.0,0,0.0,0,0.0
1970,Males,Arkansas,60-64 yrs,2000,56136,0,0.0,0,0.0,0,0.0,0,0.0
1971,Females,Arkansas,60-64 yrs,2000,61753,0,0.0,0,0.0,0,0.0,0,0.0
1972,Males,Arkansas,65-69 yrs,2000,48612,11,22.63,12,24.69,0,0.0,0,0.0
1973,Females,Arkansas,65-69 yrs,2000,56244,0,0.0,0,0.0,0,0.0,0,0.0
1974,Males,Arkansas,70-74 yrs,2000,41127,15,36.47,18,43.77,0,0.0,0,0.0
1975,Females,Arkansas,70-74 yrs,2000,51830,0,0.0,0,0.0,0,0.0,0,0.0
1976,Males,Arkansas,75-79 yrs,2000,31534,16,50.74,17,53.91,0,0.0,0,0.0
1977,Females,Arkansas,75-79 yrs,2000,45093,0,0.0,0,0.0,0,0.0,0,0.0
1978,Males,Arkansas,80-84 yrs,2000,19684,12,60.96,12,60.96,0,0.0,0,0.0
1979,Females,Arkansas,80-84 yrs,2000,33364,0,0.0,0,0.0,0,0.0,0,0.0
1980,Males,Arkansas,85+ yrs,2000,13758,11,79.95,12,87.22,0,0.0,0,0.0
1981,Females,Arkansas,85+ yrs,2000,33198,0,0.0,0,0.0,0,0.0,0,0.0
1982,Males,California,00-04 yrs,2000,1275414,0,0.0,0,0.0,0,0.0,31,2.43
1983,Females,California,00-04 yrs,2000,1216419,0,0.0,0,0.0,0,0.0,28,2.3
1984,Males,California,05-09 yrs,2000,1394311,0,0.0,0,0.0,0,0.0,0,0.0
1985,Females,California,05-09 yrs,2000,1327572,0,0.0,0,0.0,0,0.0,0,0.0
1986,Males,California,10-14 yrs,2000,1324110,0,0.0,14,1.06,18,1.36,26,1.96
1987,Females,California,10-14 yrs,2000,1260586,0,0.0,0,0.0,0,0.0,0,0.0
1988,Males,California,15-19 yrs,2000,1271943,51,4.01,97,7.63,265,20.83,294,23.11
1989,Females,California,15-19 yrs,2000,1179394,0,0.0,30,2.54,23,1.95,28,2.37
1990,Males,California,20-24 yrs,2000,1260190,82,6.51,171,13.57,341,27.06,389,30.87
1991,Females,California,20-24 yrs,2000,1143399,0,0.0,24,2.1,26,2.27,37,3.24
1992,Males,California,25-29 yrs,2000,1312441,85,6.48,200,15.24,230,17.52,268,20.42
1993,Females,California,25-29 yrs,2000,1230576,10,0.81,37,3.01,26,2.11,44,3.58
1994,Males,California,30-34 yrs,2000,1388523,91,6.55,197,14.19,155,11.16,196,14.12
1995,Females,California,30-34 yrs,2000,1307343,20,1.53,48,3.67,21,1.61,36,2.75
1996,Males,California,35-39 yrs,2000,1431574,87,6.08,211,14.74,95,6.64,130,9.08
1997,Females,California,35-39 yrs,2000,1383255,18,1.3,63,4.55,19,1.37,41,2.96
1998,Males,California,40-44 yrs,2000,1349057,125,9.27,263,19.5,94,6.97,127,9.41
1999,Females,California,40-44 yrs,2000,1334479,25,1.87,80,5.99,20,1.5,37,2.77
2000,Males,California,45-49 yrs,2000,1160693,108,9.3,210,18.09,63,5.43,98,8.44
2001,Females,California,45-49 yrs,2000,1185879,20,1.69,72,6.07,13,1.1,26,2.19
2002,Males,California,50-54 yrs,2000,991357,105,10.59,198,19.97,38,3.83,57,5.75
2003,Females,California,50-54 yrs,2000,1030171,18,1.75,67,6.5,13,1.26,22,2.14
2004,Males,California,55-59 yrs,2000,716059,79,11.03,136,18.99,25,3.49,45,6.28
2005,Females,California,55-59 yrs,2000,761010,10,1.31,45,5.91,0,0.0,10,1.31
2006,Males,California,60-64 yrs,2000,549037,61,11.11,91,16.57,0,0.0,21,3.82
2007,Females,California,60-64 yrs,2000,603246,18,2.98,41,6.8,0,0.0,0,0.0
2008,Males,California,65-69 yrs,2000,456837,64,14.01,94,20.58,0,0.0,16,3.5
2009,Females,California,65-69 yrs,2000,527582,0,0.0,19,3.6,0,0.0,12,2.27
2010,Males,California,70-74 yrs,2000,398856,90,22.56,116,29.08,0,0.0,15,3.76
2011,Females,California,70-74 yrs,2000,505703,0,0.0,22,4.35,0,0.0,0,0.0
2012,Males,California,75-79 yrs,2000,329367,110,33.4,145,44.02,0,0.0,13,3.95
2013,Females,California,75-79 yrs,2000,453417,0,0.0,15,3.31,0,0.0,0,0.0
2014,Males,California,80-84 yrs,2000,199671,96,48.08,123,61.6,0,0.0,0,0.0
2015,Females,California,80-84 yrs,2000,308271,0,0.0,29,9.41,0,0.0,0,0.0
2016,Males,California,85+ yrs,2000,136442,56,41.04,84,61.56,0,0.0,0,0.0
2017,Females,California,85+ yrs,2000,294583,0,0.0,18,6.11,0,0.0,0,0.0
2018,Males,Colorado,00-04 yrs,2000,153121,0,0.0,0,0.0,0,0.0,0,0.0
2019,Females,Colorado,00-04 yrs,2000,145919,0,0.0,0,0.0,0,0.0,0,0.0
2020,Males,Colorado,05-09 yrs,2000,158251,0,0.0,0,0.0,0,0.0,0,0.0
2021,Females,Colorado,05-09 yrs,2000,150449,0,0.0,0,0.0,0,0.0,0,0.0
2022,Males,Colorado,10-14 yrs,2000,161410,0,0.0,0,0.0,0,0.0,0,0.0
2023,Females,Colorado,10-14 yrs,2000,152660,0,0.0,0,0.0,0,0.0,0,0.0
2024,Males,Colorado,15-19 yrs,2000,160840,13,8.08,28,17.41,0,0.0,10,6.22
2025,Females,Colorado,15-19 yrs,2000,147992,0,0.0,12,8.11,0,0.0,0,0.0
2026,Males,Colorado,20-24 yrs,2000,164476,23,13.98,43,26.14,11,6.69,17,10.34
2027,Females,Colorado,20-24 yrs,2000,145132,0,0.0,0,0.0,0,0.0,0,0.0
2028,Males,Colorado,25-29 yrs,2000,175556,22,12.53,45,25.63,11,6.27,11,6.27
2029,Females,Colorado,25-29 yrs,2000,155954,0,0.0,11,7.05,0,0.0,0,0.0
2030,Males,Colorado,30-34 yrs,2000,173811,30,17.26,49,28.19,0,0.0,12,6.9
2031,Females,Colorado,30-34 yrs,2000,160085,0,0.0,0,0.0,0,0.0,0,0.0
2032,Males,Colorado,35-39 yrs,2000,186055,18,9.67,47,25.26,0,0.0,13,6.99
2033,Females,Colorado,35-39 yrs,2000,180530,0,0.0,0,0.0,0,0.0,0,0.0
2034,Males,Colorado,40-44 yrs,2000,187972,35,18.62,62,32.98,11,5.85,19,10.11
2035,Females,Colorado,40-44 yrs,2000,185371,0,0.0,0,0.0,0,0.0,0,0.0
2036,Males,Colorado,45-49 yrs,2000,169603,36,21.23,57,33.61,0,0.0,0,0.0
2037,Females,Colorado,45-49 yrs,2000,168601,11,6.52,21,12.46,0,0.0,0,0.0
2038,Males,Colorado,50-54 yrs,2000,142388,31,21.77,47,33.01,0,0.0,0,0.0
2039,Females,Colorado,50-54 yrs,2000,140714,0,0.0,15,10.66,0,0.0,0,0.0
2040,Males,Colorado,55-59 yrs,2000,97358,14,14.38,20,20.54,0,0.0,0,0.0
2041,Females,Colorado,55-59 yrs,2000,99355,0,0.0,0,0.0,0,0.0,0,0.0
2042,Males,Colorado,60-64 yrs,2000,71372,15,21.02,18,25.22,0,0.0,0,0.0
2043,Females,Colorado,60-64 yrs,2000,74453,0,0.0,0,0.0,0,0.0,0,0.0
2044,Males,Colorado,65-69 yrs,2000,57765,14,24.24,15,25.97,0,0.0,0,0.0
2045,Females,Colorado,65-69 yrs,2000,63639,0,0.0,0,0.0,0,0.0,0,0.0
2046,Males,Colorado,70-74 yrs,2000,47447,15,31.61,17,35.83,0,0.0,0,0.0
2047,Females,Colorado,70-74 yrs,2000,57941,0,0.0,0,0.0,0,0.0,0,0.0
2048,Males,Colorado,75-79 yrs,2000,36282,0,0.0,15,41.34,0,0.0,0,0.0
2049,Females,Colorado,75-79 yrs,2000,50141,0,0.0,0,0.0,0,0.0,0,0.0
2050,Males,Colorado,80-84 yrs,2000,21719,11,50.65,12,55.25,0,0.0,0,0.0
2051,Females,Colorado,80-84 yrs,2000,34553,0,0.0,0,0.0,0,0.0,0,0.0
2052,Males,Colorado,85+ yrs,2000,14416,0,0.0,12,83.24,0,0.0,0,0.0
2053,Females,Colorado,85+ yrs,2000,34457,0,0.0,0,0.0,0,0.0,0,0.0
2054,Males,Connecticut,00-04 yrs,2000,114080,0,0.0,0,0.0,0,0.0,0,0.0
2055,Females,Connecticut,00-04 yrs,2000,109204,0,0.0,0,0.0,0,0.0,0,0.0
2056,Males,Connecticut,05-09 yrs,2000,124457,0,0.0,0,0.0,0,0.0,0,0.0
2057,Females,Connecticut,05-09 yrs,2000,118628,0,0.0,0,0.0,0,0.0,0,0.0
2058,Males,Connecticut,10-14 yrs,2000,124151,0,0.0,0,0.0,0,0.0,0,0.0
2059,Females,Connecticut,10-14 yrs,2000,118346,0,0.0,0,0.0,0,0.0,0,0.0
2060,Males,Connecticut,15-19 yrs,2000,111540,0,0.0,12,10.76,0,0.0,0,0.0
2061,Females,Connecticut,15-19 yrs,2000,105474,0,0.0,0,0.0,0,0.0,0,0.0
2062,Males,Connecticut,20-24 yrs,2000,95808,0,0.0,14,14.61,14,14.61,16,16.7
2063,Females,Connecticut,20-24 yrs,2000,93090,0,0.0,0,0.0,0,0.0,0,0.0
2064,Males,Connecticut,25-29 yrs,2000,99450,0,0.0,18,18.1,15,15.08,18,18.1
2065,Females,Connecticut,25-29 yrs,2000,100890,0,0.0,0,0.0,0,0.0,0,0.0
2066,Males,Connecticut,30-34 yrs,2000,122773,0,0.0,17,13.85,0,0.0,0,0.0
2067,Females,Connecticut,30-34 yrs,2000,127457,0,0.0,0,0.0,0,0.0,0,0.0
2068,Males,Connecticut,35-39 yrs,2000,142044,11,7.74,32,22.53,0,0.0,0,0.0
2069,Females,Connecticut,35-39 yrs,2000,147849,0,0.0,0,0.0,0,0.0,0,0.0
2070,Males,Connecticut,40-44 yrs,2000,143099,0,0.0,28,19.57,0,0.0,0,0.0
2071,Females,Connecticut,40-44 yrs,2000,147826,0,0.0,0,0.0,0,0.0,0,0.0
2072,Males,Connecticut,45-49 yrs,2000,124613,11,8.83,27,21.67,0,0.0,0,0.0
2073,Females,Connecticut,45-49 yrs,2000,129617,0,0.0,0,0.0,0,0.0,0,0.0
2074,Males,Connecticut,50-54 yrs,2000,111362,12,10.78,25,22.45,0,0.0,0,0.0
2075,Females,Connecticut,50-54 yrs,2000,119006,0,0.0,0,0.0,0,0.0,0,0.0
2076,Males,Connecticut,55-59 yrs,2000,86156,11,12.77,18,20.89,0,0.0,0,0.0
2077,Females,Connecticut,55-59 yrs,2000,91864,0,0.0,0,0.0,0,0.0,0,0.0
2078,Males,Connecticut,60-64 yrs,2000,62685,0,0.0,13,20.74,0,0.0,0,0.0
2079,Females,Connecticut,60-64 yrs,2000,69512,0,0.0,0,0.0,0,0.0,0,0.0
2080,Males,Connecticut,65-69 yrs,2000,53888,0,0.0,0,0.0,0,0.0,0,0.0
2081,Females,Connecticut,65-69 yrs,2000,63267,0,0.0,0,0.0,0,0.0,0,0.0
2082,Males,Connecticut,70-74 yrs,2000,49904,0,0.0,11,22.04,0,0.0,0,0.0
2083,Females,Connecticut,70-74 yrs,2000,63846,0,0.0,0,0.0,0,0.0,0,0.0
2084,Males,Connecticut,75-79 yrs,2000,41284,0,0.0,0,0.0,0,0.0,0,0.0
2085,Females,Connecticut,75-79 yrs,2000,59907,0,0.0,0,0.0,0,0.0,0,0.0
2086,Males,Connecticut,80-84 yrs,2000,27096,0,0.0,0,0.0,0,0.0,0,0.0
2087,Females,Connecticut,80-84 yrs,2000,46652,0,0.0,0,0.0,0,0.0,0,0.0
2088,Males,Connecticut,85+ yrs,2000,18192,0,0.0,10,54.97,0,0.0,0,0.0
2089,Females,Connecticut,85+ yrs,2000,46697,0,0.0,0,0.0,0,0.0,0,0.0
2090,Males,Delaware,00-04 yrs,2000,26307,0,0.0,0,0.0,0,0.0,0,0.0
2091,Females,Delaware,00-04 yrs,2000,25289,0,0.0,0,0.0,0,0.0,0,0.0
2092,Males,Delaware,05-09 yrs,2000,28618,0,0.0,0,0.0,0,0.0,0,0.0
2093,Females,Delaware,05-09 yrs,2000,27012,0,0.0,0,0.0,0,0.0,0,0.0
2094,Males,Delaware,10-14 yrs,2000,28452,0,0.0,0,0.0,0,0.0,0,0.0
2095,Females,Delaware,10-14 yrs,2000,27123,0,0.0,0,0.0,0,0.0,0,0.0
2096,Males,Delaware,15-19 yrs,2000,28088,0,0.0,0,0.0,0,0.0,0,0.0
2097,Females,Delaware,15-19 yrs,2000,27756,0,0.0,0,0.0,0,0.0,0,0.0
2098,Males,Delaware,20-24 yrs,2000,25833,0,0.0,0,0.0,0,0.0,0,0.0
2099,Females,Delaware,20-24 yrs,2000,26263,0,0.0,0,0.0,0,0.0,0,0.0
2100,Males,Delaware,25-29 yrs,2000,25340,0,0.0,0,0.0,0,0.0,0,0.0
2101,Females,Delaware,25-29 yrs,2000,25661,0,0.0,0,0.0,0,0.0,0,0.0
2102,Males,Delaware,30-34 yrs,2000,28471,0,0.0,0,0.0,0,0.0,0,0.0
2103,Females,Delaware,30-34 yrs,2000,29228,0,0.0,0,0.0,0,0.0,0,0.0
2104,Males,Delaware,35-39 yrs,2000,31703,0,0.0,11,34.7,0,0.0,0,0.0
2105,Females,Delaware,35-39 yrs,2000,32834,0,0.0,0,0.0,0,0.0,0,0.0
2106,Males,Delaware,40-44 yrs,2000,31060,0,0.0,0,0.0,0,0.0,0,0.0
2107,Females,Delaware,40-44 yrs,2000,32151,0,0.0,0,0.0,0,0.0,0,0.0
2108,Males,Delaware,45-49 yrs,2000,26705,0,0.0,0,0.0,0,0.0,0,0.0
2109,Females,Delaware,45-49 yrs,2000,28485,0,0.0,0,0.0,0,0.0,0,0.0
2110,Males,Delaware,50-54 yrs,2000,24079,0,0.0,0,0.0,0,0.0,0,0.0
2111,Females,Delaware,50-54 yrs,2000,25751,0,0.0,0,0.0,0,0.0,0,0.0
