,Sex,State,Age Group,Year,Population,Deaths SF,Crude Rate SF,Deaths SI,Crude Rate SI,Deaths HF,Crude Rate HF,Deaths HI,Crude Rate HI
17494,Males,Montana,65-69 yrs,2008,21671,0,0.0,0,0.0,0,0.0,0,0.0
17495,Females,Montana,65-69 yrs,2008,21564,0,0.0,0,0.0,0,0.0,0,0.0
17496,Males,Montana,70-74 yrs,2008,15662,0,0.0,0,0.0,0,0.0,0,0.0
17497,Females,Montana,70-74 yrs,2008,16550,0,0.0,0,0.0,0,0.0,0,0.0
17498,Males,Montana,75-79 yrs,2008,11959,0,0.0,0,0.0,0,0.0,0,0.0
17499,Females,Montana,75-79 yrs,2008,13919,0,0.0,0,0.0,0,0.0,0,0.0
17500,Males,Montana,80-84 yrs,2008,8412,0,0.0,0,0.0,0,0.0,0,0.0
17501,Females,Montana,80-84 yrs,2008,11408,0,0.0,0,0.0,0,0.0,0,0.0
17502,Males,Montana,85+ yrs,2008,6628,0,0.0,0,0.0,0,0.0,0,0.0
17503,Females,Montana,85+ yrs,2008,12558,0,0.0,0,0.0,0,0.0,0,0.0
17504,Males,Nebraska,00-04 yrs,2008,66968,0,0.0,0,0.0,0,0.0,0,0.0
17505,Females,Nebraska,00-04 yrs,2008,63156,0,0.0,0,0.0,0,0.0,0,0.0
17506,Males,Nebraska,05-09 yrs,2008,63290,0,0.0,0,0.0,0,0.0,0,0.0
17507,Females,Nebraska,05-09 yrs,2008,60690,0,0.0,0,0.0,0,0.0,0,0.0
17508,Males,Nebraska,10-14 yrs,2008,62440,0,0.0,0,0.0,0,0.0,0,0.0
17509,Females,Nebraska,10-14 yrs,2008,59799,0,0.0,0,0.0,0,0.0,0,0.0
17510,Males,Nebraska,15-19 yrs,2008,67451,0,0.0,11,16.31,0,0.0,0,0.0
17511,Females,Nebraska,15-19 yrs,2008,63772,0,0.0,0,0.0,0,0.0,0,0.0
17512,Males,Nebraska,20-24 yrs,2008,67004,0,0.0,16,23.88,0,0.0,11,16.42
17513,Females,Nebraska,20-24 yrs,2008,63839,0,0.0,0,0.0,0,0.0,0,0.0
17514,Males,Nebraska,25-29 yrs,2008,61777,0,0.0,12,19.42,10,16.19,10,16.19
17515,Females,Nebraska,25-29 yrs,2008,59572,0,0.0,0,0.0,0,0.0,0,0.0
17516,Males,Nebraska,30-34 yrs,2008,57388,0,0.0,16,27.88,0,0.0,0,0.0
17517,Females,Nebraska,30-34 yrs,2008,55109,0,0.0,0,0.0,0,0.0,0,0.0
17518,Males,Nebraska,35-39 yrs,2008,56712,0,0.0,11,19.4,0,0.0,0,0.0
17519,Females,Nebraska,35-39 yrs,2008,55005,0,0.0,0,0.0,0,0.0,0,0.0
17520,Males,Nebraska,40-44 yrs,2008,57102,0,0.0,15,26.27,0,0.0,0,0.0
17521,Females,Nebraska,40-44 yrs,2008,56419,0,0.0,0,0.0,0,0.0,0,0.0
17522,Males,Nebraska,45-49 yrs,2008,66170,10,15.11,18,27.2,0,0.0,0,0.0
17523,Females,Nebraska,45-49 yrs,2008,66141,0,0.0,0,0.0,0,0.0,0,0.0
17524,Males,Nebraska,50-54 yrs,2008,63453,15,23.64,23,36.25,0,0.0,0,0.0
17525,Females,Nebraska,50-54 yrs,2008,63952,0,0.0,0,0.0,0,0.0,0,0.0
17526,Males,Nebraska,55-59 yrs,2008,55695,0,0.0,12,21.55,0,0.0,0,0.0
17527,Females,Nebraska,55-59 yrs,2008,56688,0,0.0,0,0.0,0,0.0,0,0.0
17528,Males,Nebraska,60-64 yrs,2008,42488,0,0.0,0,0.0,0,0.0,0,0.0
17529,Females,Nebraska,60-64 yrs,2008,43550,0,0.0,0,0.0,0,0.0,0,0.0
17530,Males,Nebraska,65-69 yrs,2008,30708,0,0.0,11,35.82,0,0.0,0,0.0
17531,Females,Nebraska,65-69 yrs,2008,33900,0,0.0,0,0.0,0,0.0,0,0.0
17532,Males,Nebraska,70-74 yrs,2008,24490,0,0.0,0,0.0,0,0.0,0,0.0
17533,Females,Nebraska,70-74 yrs,2008,28978,0,0.0,0,0.0,0,0.0,0,0.0
17534,Males,Nebraska,75-79 yrs,2008,20255,0,0.0,0,0.0,0,0.0,0,0.0
17535,Females,Nebraska,75-79 yrs,2008,26825,0,0.0,0,0.0,0,0.0,0,0.0
17536,Males,Nebraska,80-84 yrs,2008,15274,0,0.0,0,0.0,0,0.0,0,0.0
17537,Females,Nebraska,80-84 yrs,2008,22558,0,0.0,0,0.0,0,0.0,0,0.0
17538,Males,Nebraska,85+ yrs,2008,11899,0,0.0,0,0.0,0,0.0,0,0.0
17539,Females,Nebraska,85+ yrs,2008,25861,0,0.0,0,0.0,0,0.0,0,0.0
17540,Males,Nevada,00-04 yrs,2008,98518,0,0.0,0,0.0,0,0.0,0,0.0
17541,Females,Nevada,00-04 yrs,2008,94029,0,0.0,0,0.0,0,0.0,0,0.0
17542,Males,Nevada,05-09 yrs,2008,90944,0,0.0,0,0.0,0,0.0,0,0.0
17543,Females,Nevada,05-09 yrs,2008,86292,0,0.0,0,0.0,0,0.0,0,0.0
17544,Males,Nevada,10-14 yrs,2008,93078,0,0.0,0,0.0,0,0.0,0,0.0
17545,Females,Nevada,10-14 yrs,2008,88700,0,0.0,0,0.0,0,0.0,0,0.0
17546,Males,Nevada,15-19 yrs,2008,92751,0,0.0,0,0.0,17,18.33,19,20.48
17547,Females,Nevada,15-19 yrs,2008,86819,0,0.0,0,0.0,0,0.0,0,0.0
17548,Males,Nevada,20-24 yrs,2008,90728,21,23.15,35,38.58,14,15.43,18,19.84
17549,Females,Nevada,20-24 yrs,2008,85449,0,0.0,0,0.0,0,0.0,0,0.0
17550,Males,Nevada,25-29 yrs,2008,102796,16,15.56,27,26.27,15,14.59,21,20.43
17551,Females,Nevada,25-29 yrs,2008,98077,0,0.0,0,0.0,0,0.0,0,0.0
17552,Males,Nevada,30-34 yrs,2008,95732,13,13.58,25,26.11,13,13.58,15,15.67
17553,Females,Nevada,30-34 yrs,2008,89887,0,0.0,0,0.0,0,0.0,0,0.0
17554,Males,Nevada,35-39 yrs,2008,101144,21,20.76,37,36.58,0,0.0,0,0.0
17555,Females,Nevada,35-39 yrs,2008,95207,0,0.0,11,11.55,0,0.0,0,0.0
17556,Males,Nevada,40-44 yrs,2008,99403,19,19.11,32,32.19,0,0.0,0,0.0
17557,Females,Nevada,40-44 yrs,2008,92601,0,0.0,10,10.8,0,0.0,0,0.0
17558,Males,Nevada,45-49 yrs,2008,97968,23,23.48,50,51.04,0,0.0,0,0.0
17559,Females,Nevada,45-49 yrs,2008,92587,0,0.0,15,16.2,0,0.0,0,0.0
17560,Males,Nevada,50-54 yrs,2008,89436,27,30.19,47,52.55,0,0.0,0,0.0
17561,Females,Nevada,50-54 yrs,2008,89089,0,0.0,17,19.08,0,0.0,0,0.0
17562,Males,Nevada,55-59 yrs,2008,78682,26,33.04,39,49.57,0,0.0,0,0.0
17563,Females,Nevada,55-59 yrs,2008,80936,0,0.0,11,13.59,0,0.0,0,0.0
17564,Males,Nevada,60-64 yrs,2008,68923,22,31.92,33,47.88,0,0.0,0,0.0
17565,Females,Nevada,60-64 yrs,2008,70836,0,0.0,10,14.12,0,0.0,0,0.0
17566,Males,Nevada,65-69 yrs,2008,52536,14,26.65,21,39.97,0,0.0,0,0.0
17567,Females,Nevada,65-69 yrs,2008,53603,0,0.0,0,0.0,0,0.0,0,0.0
17568,Males,Nevada,70-74 yrs,2008,37658,18,47.8,22,58.42,0,0.0,0,0.0
17569,Females,Nevada,70-74 yrs,2008,38907,0,0.0,0,0.0,0,0.0,0,0.0
17570,Males,Nevada,75-79 yrs,2008,26666,13,48.75,16,60.0,0,0.0,0,0.0
17571,Females,Nevada,75-79 yrs,2008,28783,0,0.0,0,0.0,0,0.0,0,0.0
17572,Males,Nevada,80-84 yrs,2008,16057,12,74.73,15,93.42,0,0.0,0,0.0
17573,Females,Nevada,80-84 yrs,2008,21179,0,0.0,0,0.0,0,0.0,0,0.0
17574,Males,Nevada,85+ yrs,2008,10009,0,0.0,0,0.0,0,0.0,0,0.0
17575,Females,Nevada,85+ yrs,2008,17620,0,0.0,0,0.0,0,0.0,0,0.0
17576,Males,New Hampshire,00-04 yrs,2008,37152,0,0.0,0,0.0,0,0.0,0,0.0
17577,Females,New Hampshire,00-04 yrs,2008,35801,0,0.0,0,0.0,0,0.0,0,0.0
17578,Males,New Hampshire,05-09 yrs,2008,39951,0,0.0,0,0.0,0,0.0,0,0.0
17579,Females,New Hampshire,05-09 yrs,2008,38029,0,0.0,0,0.0,0,0.0,0,0.0
17580,Males,New Hampshire,10-14 yrs,2008,45113,0,0.0,0,0.0,0,0.0,0,0.0
17581,Females,New Hampshire,10-14 yrs,2008,42531,0,0.0,0,0.0,0,0.0,0,0.0
17582,Males,New Hampshire,15-19 yrs,2008,49450,0,0.0,0,0.0,0,0.0,0,0.0
17583,Females,New Hampshire,15-19 yrs,2008,47342,0,0.0,0,0.0,0,0.0,0,0.0
17584,Males,New Hampshire,20-24 yrs,2008,42705,0,0.0,0,0.0,0,0.0,0,0.0
17585,Females,New Hampshire,20-24 yrs,2008,40770,0,0.0,0,0.0,0,0.0,0,0.0
17586,Males,New Hampshire,25-29 yrs,2008,35845,0,0.0,0,0.0,0,0.0,0,0.0
17587,Females,New Hampshire,25-29 yrs,2008,36101,0,0.0,0,0.0,0,0.0,0,0.0
17588,Males,New Hampshire,30-34 yrs,2008,35669,0,0.0,0,0.0,0,0.0,0,0.0
17589,Females,New Hampshire,30-34 yrs,2008,36076,0,0.0,0,0.0,0,0.0,0,0.0
17590,Males,New Hampshire,35-39 yrs,2008,44253,0,0.0,16,36.16,0,0.0,0,0.0
17591,Females,New Hampshire,35-39 yrs,2008,45127,0,0.0,0,0.0,0,0.0,0,0.0
17592,Males,New Hampshire,40-44 yrs,2008,50815,0,0.0,18,35.42,0,0.0,0,0.0
17593,Females,New Hampshire,40-44 yrs,2008,51922,0,0.0,0,0.0,0,0.0,0,0.0
17594,Males,New Hampshire,45-49 yrs,2008,57299,10,17.45,16,27.92,0,0.0,0,0.0
17595,Females,New Hampshire,45-49 yrs,2008,58222,0,0.0,0,0.0,0,0.0,0,0.0
17596,Males,New Hampshire,50-54 yrs,2008,53653,0,0.0,23,42.87,0,0.0,0,0.0
17597,Females,New Hampshire,50-54 yrs,2008,54139,0,0.0,0,0.0,0,0.0,0,0.0
17598,Males,New Hampshire,55-59 yrs,2008,45597,0,0.0,0,0.0,0,0.0,0,0.0
17599,Females,New Hampshire,55-59 yrs,2008,46466,0,0.0,0,0.0,0,0.0,0,0.0
17600,Males,New Hampshire,60-64 yrs,2008,36780,0,0.0,0,0.0,0,0.0,0,0.0
17601,Females,New Hampshire,60-64 yrs,2008,37740,0,0.0,0,0.0,0,0.0,0,0.0
17602,Males,New Hampshire,65-69 yrs,2008,25459,0,0.0,0,0.0,0,0.0,0,0.0
17603,Females,New Hampshire,65-69 yrs,2008,26991,0,0.0,0,0.0,0,0.0,0,0.0
17604,Males,New Hampshire,70-74 yrs,2008,18154,0,0.0,10,55.08,0,0.0,0,0.0
17605,Females,New Hampshire,70-74 yrs,2008,20280,0,0.0,0,0.0,0,0.0,0,0.0
17606,Males,New Hampshire,75-79 yrs,2008,14181,0,0.0,0,0.0,0,0.0,0,0.0
17607,Females,New Hampshire,75-79 yrs,2008,17709,0,0.0,0,0.0,0,0.0,0,0.0
17608,Males,New Hampshire,80-84 yrs,2008,9725,0,0.0,0,0.0,0,0.0,0,0.0
17609,Females,New Hampshire,80-84 yrs,2008,15081,0,0.0,0,0.0,0,0.0,0,0.0
17610,Males,New Hampshire,85+ yrs,2008,7529,0,0.0,0,0.0,0,0.0,0,0.0
17611,Females,New Hampshire,85+ yrs,2008,16249,0,0.0,0,0.0,0,0.0,0,0.0
17612,Males,New Jersey,00-04 yrs,2008,279252,0,0.0,0,0.0,0,0.0,0,0.0
17613,Females,New Jersey,00-04 yrs,2008,267255,0,0.0,0,0.0,0,0.0,0,0.0
17614,Males,New Jersey,05-09 yrs,2008,286772,0,0.0,0,0.0,0,0.0,0,0.0
17615,Females,New Jersey,05-09 yrs,2008,273585,0,0.0,0,0.0,0,0.0,0,0.0
17616,Males,New Jersey,10-14 yrs,2008,303325,0,0.0,0,0.0,0,0.0,0,0.0
17617,Females,New Jersey,10-14 yrs,2008,289428,0,0.0,0,0.0,0,0.0,0,0.0
17618,Males,New Jersey,15-19 yrs,2008,311834,0,0.0,14,4.49,37,11.87,43,13.79
17619,Females,New Jersey,15-19 yrs,2008,292076,0,0.0,0,0.0,0,0.0,10,3.42
17620,Males,New Jersey,20-24 yrs,2008,270734,0,0.0,38,14.04,51,18.84,63,23.27
17621,Females,New Jersey,20-24 yrs,2008,253175,0,0.0,0,0.0,0,0.0,10,3.95
17622,Males,New Jersey,25-29 yrs,2008,276022,0,0.0,35,12.68,58,21.01,71,25.72
17623,Females,New Jersey,25-29 yrs,2008,272506,0,0.0,11,4.04,0,0.0,0,0.0
17624,Males,New Jersey,30-34 yrs,2008,272457,0,0.0,35,12.85,30,11.01,35,12.85
17625,Females,New Jersey,30-34 yrs,2008,275740,0,0.0,0,0.0,0,0.0,0,0.0
17626,Males,New Jersey,35-39 yrs,2008,303556,0,0.0,45,14.82,12,3.95,20,6.59
17627,Females,New Jersey,35-39 yrs,2008,313945,0,0.0,11,3.5,0,0.0,0,0.0
17628,Males,New Jersey,40-44 yrs,2008,330080,13,3.94,45,13.63,10,3.03,15,4.54
17629,Females,New Jersey,40-44 yrs,2008,345210,0,0.0,19,5.5,0,0.0,0,0.0
17630,Males,New Jersey,45-49 yrs,2008,345942,22,6.36,60,17.34,0,0.0,15,4.34
17631,Females,New Jersey,45-49 yrs,2008,360021,0,0.0,12,3.33,0,0.0,0,0.0
17632,Males,New Jersey,50-54 yrs,2008,314557,19,6.04,55,17.48,0,0.0,11,3.5
17633,Females,New Jersey,50-54 yrs,2008,331620,0,0.0,17,5.13,0,0.0,0,0.0
17634,Males,New Jersey,55-59 yrs,2008,258174,13,5.04,54,20.92,0,0.0,0,0.0
17635,Females,New Jersey,55-59 yrs,2008,281672,0,0.0,0,0.0,0,0.0,0,0.0
17636,Males,New Jersey,60-64 yrs,2008,209679,12,5.72,33,15.74,0,0.0,0,0.0
17637,Females,New Jersey,60-64 yrs,2008,234568,0,0.0,0,0.0,0,0.0,0,0.0
17638,Males,New Jersey,65-69 yrs,2008,153000,13,8.5,24,15.69,0,0.0,0,0.0
17639,Females,New Jersey,65-69 yrs,2008,179516,0,0.0,0,0.0,0,0.0,0,0.0
17640,Males,New Jersey,70-74 yrs,2008,111972,0,0.0,0,0.0,0,0.0,0,0.0
17641,Females,New Jersey,70-74 yrs,2008,141791,0,0.0,0,0.0,0,0.0,0,0.0
17642,Males,New Jersey,75-79 yrs,2008,92814,10,10.77,18,19.39,0,0.0,0,0.0
17643,Females,New Jersey,75-79 yrs,2008,129363,0,0.0,0,0.0,0,0.0,0,0.0
17644,Males,New Jersey,80-84 yrs,2008,68695,11,16.01,19,27.66,0,0.0,0,0.0
17645,Females,New Jersey,80-84 yrs,2008,111887,0,0.0,0,0.0,0,0.0,0,0.0
17646,Males,New Jersey,85+ yrs,2008,52324,0,0.0,10,19.11,0,0.0,0,0.0
17647,Females,New Jersey,85+ yrs,2008,116543,0,0.0,0,0.0,0,0.0,0,0.0
17648,Males,New Mexico,00-04 yrs,2008,73519,0,0.0,0,0.0,0,0.0,0,0.0
17649,Females,New Mexico,00-04 yrs,2008,70719,0,0.0,0,0.0,0,0.0,0,0.0
17650,Males,New Mexico,05-09 yrs,2008,69309,0,0.0,0,0.0,0,0.0,0,0.0
17651,Females,New Mexico,05-09 yrs,2008,66987,0,0.0,0,0.0,0,0.0,0,0.0
17652,Males,New Mexico,10-14 yrs,2008,71173,0,0.0,0,0.0,0,0.0,0,0.0
17653,Females,New Mexico,10-14 yrs,2008,68765,0,0.0,0,0.0,0,0.0,0,0.0
17654,Males,New Mexico,15-19 yrs,2008,77431,17,21.96,30,38.74,0,0.0,12,15.5
17655,Females,New Mexico,15-19 yrs,2008,73912,0,0.0,0,0.0,0,0.0,0,0.0
17656,Males,New Mexico,20-24 yrs,2008,72706,15,20.63,34,46.76,15,20.63,22,30.26
17657,Females,New Mexico,20-24 yrs,2008,68422,0,0.0,0,0.0,0,0.0,0,0.0
17658,Males,New Mexico,25-29 yrs,2008,69093,0,0.0,23,33.29,11,15.92,13,18.82
17659,Females,New Mexico,25-29 yrs,2008,67237,0,0.0,10,14.87,0,0.0,0,0.0
17660,Males,New Mexico,30-34 yrs,2008,60619,10,16.5,22,36.29,12,19.8,17,28.04
17661,Females,New Mexico,30-34 yrs,2008,59488,0,0.0,0,0.0,0,0.0,0,0.0
17662,Males,New Mexico,35-39 yrs,2008,61096,0,0.0,21,34.37,0,0.0,0,0.0
17663,Females,New Mexico,35-39 yrs,2008,62588,0,0.0,13,20.77,0,0.0,0,0.0
17664,Males,New Mexico,40-44 yrs,2008,63493,12,18.9,27,42.52,0,0.0,13,20.47
17665,Females,New Mexico,40-44 yrs,2008,64964,0,0.0,0,0.0,0,0.0,0,0.0
17666,Males,New Mexico,45-49 yrs,2008,72379,16,22.11,28,38.69,0,0.0,12,16.58
17667,Females,New Mexico,45-49 yrs,2008,74873,0,0.0,18,24.04,0,0.0,0,0.0
17668,Males,New Mexico,50-54 yrs,2008,69470,19,27.35,43,61.9,0,0.0,10,14.39
17669,Females,New Mexico,50-54 yrs,2008,74115,0,0.0,13,17.54,0,0.0,0,0.0
17670,Males,New Mexico,55-59 yrs,2008,63861,14,21.92,21,32.88,0,0.0,0,0.0
17671,Females,New Mexico,55-59 yrs,2008,68262,0,0.0,11,16.11,0,0.0,0,0.0
17672,Males,New Mexico,60-64 yrs,2008,51974,0,0.0,11,21.16,0,0.0,0,0.0
17673,Females,New Mexico,60-64 yrs,2008,55833,0,0.0,0,0.0,0,0.0,0,0.0
17674,Males,New Mexico,65-69 yrs,2008,38896,11,28.28,14,35.99,0,0.0,0,0.0
17675,Females,New Mexico,65-69 yrs,2008,42555,0,0.0,0,0.0,0,0.0,0,0.0
17676,Males,New Mexico,70-74 yrs,2008,29474,10,33.93,13,44.11,0,0.0,0,0.0
17677,Females,New Mexico,70-74 yrs,2008,33210,0,0.0,0,0.0,0,0.0,0,0.0
17678,Males,New Mexico,75-79 yrs,2008,22379,10,44.68,14,62.56,0,0.0,0,0.0
17679,Females,New Mexico,75-79 yrs,2008,26723,0,0.0,0,0.0,0,0.0,0,0.0
17680,Males,New Mexico,80-84 yrs,2008,14668,0,0.0,0,0.0,0,0.0,0,0.0
17681,Females,New Mexico,80-84 yrs,2008,20552,0,0.0,0,0.0,0,0.0,0,0.0
17682,Males,New Mexico,85+ yrs,2008,10544,0,0.0,0,0.0,0,0.0,0,0.0
17683,Females,New Mexico,85+ yrs,2008,19373,0,0.0,0,0.0,0,0.0,0,0.0
17684,Males,New York,00-04 yrs,2008,592656,0,0.0,0,0.0,0,0.0,18,3.04
17685,Females,New York,00-04 yrs,2008,566583,0,0.0,0,0.0,0,0.0,12,2.12
17686,Males,New York,05-09 yrs,2008,589970,0,0.0,0,0.0,0,0.0,0,0.0
17687,Females,New York,05-09 yrs,2008,564995,0,0.0,0,0.0,0,0.0,0,0.0
17688,Males,New York,10-14 yrs,2008,633713,0,0.0,0,0.0,0,0.0,0,0.0
17689,Females,New York,10-14 yrs,2008,607039,0,0.0,0,0.0,0,0.0,0,0.0
17690,Males,New York,15-19 yrs,2008,712984,15,2.1,36,5.05,63,8.84,90,12.62
17691,Females,New York,15-19 yrs,2008,677613,0,0.0,11,1.62,0,0.0,13,1.92
17692,Males,New York,20-24 yrs,2008,688412,22,3.2,77,11.19,118,17.14,159,23.1
17693,Females,New York,20-24 yrs,2008,675030,0,0.0,22,3.26,0,0.0,10,1.48
17694,Males,New York,25-29 yrs,2008,669894,34,5.08,86,12.84,94,14.03,125,18.66
17695,Females,New York,25-29 yrs,2008,687715,0,0.0,29,4.22,0,0.0,20,2.91
17696,Males,New York,30-34 yrs,2008,610243,17,2.79,67,10.98,70,11.47,98,16.06
17697,Females,New York,30-34 yrs,2008,630631,0,0.0,16,2.54,0,0.0,14,2.22
17698,Males,New York,35-39 yrs,2008,647813,27,4.17,93,14.36,51,7.87,76,11.73
17699,Females,New York,35-39 yrs,2008,673509,0,0.0,21,3.12,0,0.0,16,2.38
17700,Males,New York,40-44 yrs,2008,687078,41,5.97,129,18.78,33,4.8,58,8.44
17701,Females,New York,40-44 yrs,2008,717856,0,0.0,39,5.43,0,0.0,0,0.0
17702,Males,New York,45-49 yrs,2008,714842,44,6.16,135,18.89,19,2.66,42,5.88
17703,Females,New York,45-49 yrs,2008,752999,0,0.0,43,5.71,0,0.0,17,2.26
17704,Males,New York,50-54 yrs,2008,664508,26,3.91,114,17.16,0,0.0,23,3.46
17705,Females,New York,50-54 yrs,2008,708866,0,0.0,40,5.64,0,0.0,10,1.41
17706,Males,New York,55-59 yrs,2008,571998,41,7.17,98,17.13,0,0.0,16,2.8
17707,Females,New York,55-59 yrs,2008,629434,0,0.0,28,4.45,0,0.0,10,1.59
17708,Males,New York,60-64 yrs,2008,456454,24,5.26,56,12.27,0,0.0,0,0.0
17709,Females,New York,60-64 yrs,2008,520332,0,0.0,21,4.04,0,0.0,0,0.0
17710,Males,New York,65-69 yrs,2008,333610,35,10.49,64,19.18,0,0.0,0,0.0
17711,Females,New York,65-69 yrs,2008,400768,0,0.0,0,0.0,0,0.0,0,0.0
17712,Males,New York,70-74 yrs,2008,252000,18,7.14,37,14.68,0,0.0,0,0.0
17713,Females,New York,70-74 yrs,2008,320754,0,0.0,17,5.3,0,0.0,0,0.0
17714,Males,New York,75-79 yrs,2008,202501,18,8.89,38,18.77,0,0.0,0,0.0
17715,Females,New York,75-79 yrs,2008,282804,0,0.0,10,3.54,0,0.0,0,0.0
17716,Males,New York,80-84 yrs,2008,149585,18,12.03,30,20.06,0,0.0,0,0.0
17717,Females,New York,80-84 yrs,2008,244431,0,0.0,0,0.0,0,0.0,0,0.0
17718,Males,New York,85+ yrs,2008,115334,16,13.87,23,19.94,0,0.0,0,0.0
17719,Females,New York,85+ yrs,2008,257482,0,0.0,0,0.0,0,0.0,0,0.0
17720,Males,North Carolina,00-04 yrs,2008,321704,0,0.0,0,0.0,0,0.0,16,4.97
17721,Females,North Carolina,00-04 yrs,2008,308096,0,0.0,0,0.0,0,0.0,10,3.25
17722,Males,North Carolina,05-09 yrs,2008,317323,0,0.0,0,0.0,0,0.0,0,0.0
17723,Females,North Carolina,05-09 yrs,2008,303118,0,0.0,0,0.0,0,0.0,0,0.0
17724,Males,North Carolina,10-14 yrs,2008,315761,0,0.0,0,0.0,0,0.0,0,0.0
17725,Females,North Carolina,10-14 yrs,2008,300494,0,0.0,0,0.0,0,0.0,0,0.0
17726,Males,North Carolina,15-19 yrs,2008,337128,16,4.75,32,9.49,40,11.86,46,13.64
17727,Females,North Carolina,15-19 yrs,2008,320300,0,0.0,12,3.75,0,0.0,0,0.0
17728,Males,North Carolina,20-24 yrs,2008,327441,50,15.27,82,25.04,88,26.88,103,31.46
17729,Females,North Carolina,20-24 yrs,2008,311379,0,0.0,10,3.21,12,3.85,21,6.74
17730,Males,North Carolina,25-29 yrs,2008,298177,38,12.74,64,21.46,67,22.47,76,25.49
17731,Females,North Carolina,25-29 yrs,2008,311888,0,0.0,13,4.17,17,5.45,28,8.98
17732,Males,North Carolina,30-34 yrs,2008,305132,40,13.11,76,24.91,52,17.04,65,21.3
17733,Females,North Carolina,30-34 yrs,2008,308678,11,3.56,29,9.39,0,0.0,17,5.51
17734,Males,North Carolina,35-39 yrs,2008,335331,45,13.42,83,24.75,28,8.35,38,11.33
17735,Females,North Carolina,35-39 yrs,2008,341902,10,2.92,18,5.26,11,3.22,12,3.51
17736,Males,North Carolina,40-44 yrs,2008,330300,44,13.32,90,27.25,29,8.78,40,12.11
17737,Females,North Carolina,40-44 yrs,2008,339499,19,5.6,43,12.67,0,0.0,13,3.83
17738,Males,North Carolina,45-49 yrs,2008,336659,47,13.96,92,27.33,26,7.72,44,13.07
17739,Females,North Carolina,45-49 yrs,2008,352217,16,4.54,34,9.65,10,2.84,17,4.83
17740,Males,North Carolina,50-54 yrs,2008,312742,55,17.59,94,30.06,20,6.4,27,8.63
17741,Females,North Carolina,50-54 yrs,2008,334887,10,2.99,37,11.05,0,0.0,0,0.0
17742,Males,North Carolina,55-59 yrs,2008,274884,41,14.92,71,25.83,13,4.73,21,7.64
17743,Females,North Carolina,55-59 yrs,2008,302012,0,0.0,18,5.96,0,0.0,0,0.0
17744,Males,North Carolina,60-64 yrs,2008,233312,55,23.57,60,25.72,0,0.0,11,4.71
17745,Females,North Carolina,60-64 yrs,2008,258388,10,3.87,22,8.51,0,0.0,0,0.0
17746,Males,North Carolina,65-69 yrs,2008,172886,31,17.93,38,21.98,0,0.0,0,0.0
17747,Females,North Carolina,65-69 yrs,2008,197650,0,0.0,11,5.57,0,0.0,0,0.0
17748,Males,North Carolina,70-74 yrs,2008,126132,25,19.82,28,22.2,0,0.0,0,0.0
17749,Females,North Carolina,70-74 yrs,2008,155170,0,0.0,0,0.0,0,0.0,0,0.0
17750,Males,North Carolina,75-79 yrs,2008,92150,28,30.39,31,33.64,0,0.0,0,0.0
17751,Females,North Carolina,75-79 yrs,2008,127584,0,0.0,0,0.0,0,0.0,0,0.0
17752,Males,North Carolina,80-84 yrs,2008,61125,26,42.54,29,47.44,0,0.0,0,0.0
17753,Females,North Carolina,80-84 yrs,2008,100979,0,0.0,0,0.0,0,0.0,0,0.0
17754,Males,North Carolina,85+ yrs,2008,39886,16,40.11,18,45.13,0,0.0,0,0.0
17755,Females,North Carolina,85+ yrs,2008,97135,0,0.0,0,0.0,0,0.0,0,0.0
17756,Males,North Dakota,00-04 yrs,2008,21714,0,0.0,0,0.0,0,0.0,0,0.0
17757,Females,North Dakota,00-04 yrs,2008,20513,0,0.0,0,0.0,0,0.0,0,0.0
17758,Males,North Dakota,05-09 yrs,2008,19822,0,0.0,0,0.0,0,0.0,0,0.0
17759,Females,North Dakota,05-09 yrs,2008,18708,0,0.0,0,0.0,0,0.0,0,0.0
17760,Males,North Dakota,10-14 yrs,2008,20671,0,0.0,0,0.0,0,0.0,0,0.0
17761,Females,North Dakota,10-14 yrs,2008,19837,0,0.0,0,0.0,0,0.0,0,0.0
17762,Males,North Dakota,15-19 yrs,2008,25206,0,0.0,0,0.0,0,0.0,0,0.0
17763,Females,North Dakota,15-19 yrs,2008,23525,0,0.0,0,0.0,0,0.0,0,0.0
17764,Males,North Dakota,20-24 yrs,2008,32104,0,0.0,0,0.0,0,0.0,0,0.0
17765,Females,North Dakota,20-24 yrs,2008,27669,0,0.0,0,0.0,0,0.0,0,0.0
17766,Males,North Dakota,25-29 yrs,2008,23826,0,0.0,0,0.0,0,0.0,0,0.0
17767,Females,North Dakota,25-29 yrs,2008,20989,0,0.0,0,0.0,0,0.0,0,0.0
17768,Males,North Dakota,30-34 yrs,2008,19727,0,0.0,0,0.0,0,0.0,0,0.0
17769,Females,North Dakota,30-34 yrs,2008,18117,0,0.0,0,0.0,0,0.0,0,0.0
17770,Males,North Dakota,35-39 yrs,2008,19179,0,0.0,0,0.0,0,0.0,0,0.0
17771,Females,North Dakota,35-39 yrs,2008,17889,0,0.0,0,0.0,0,0.0,0,0.0
17772,Males,North Dakota,40-44 yrs,2008,20154,0,0.0,0,0.0,0,0.0,0,0.0
17773,Females,North Dakota,40-44 yrs,2008,19447,0,0.0,0,0.0,0,0.0,0,0.0
17774,Males,North Dakota,45-49 yrs,2008,24239,0,0.0,0,0.0,0,0.0,0,0.0
